id_venta,fecha,finca,producto,cantidad,unidad,precio_unitario_cop,comprador,medio_pago
V-00329,2025-07-24,El Progreso,yuca,282,kg,2677,Cooperativa,transferencia
V-00330,2025-08-29,Buenos Aires,queso,55,kg,13226,Familia local,transferencia
V-00331,2025-11-03,Santa Lucia,queso,8,kg,9098,Cooperativa,credito_local
V-00332,2025-10-30,La Pradera,leche,117,litro,1579,Mercado municipal,credito_local
V-00333,2025-04-18,Los Guaduales,yuca,451,kg,2389,Cooperativa,credito_local
V-00334,2025-09-07,Buenos Aires,sorgo,563,kg,2062,Restaurante,efectivo
V-00335,2025-01-24,San Miguel,leche,134,litro,2071,Mercado municipal,efectivo
V-00336,2025-05-26,La Pradera,leche,216,litro,1722,Restaurante,credito_local
V-00337,2025-01-25,San Miguel,maiz,580,kg,1933,Restaurante,efectivo
V-00338,2025-03-29,El Roble,sorgo,522,kg,1938,Familia local,credito_local
V-00339,2025-04-19,La Pradera,yuca,118,kg,2499,Cooperativa,transferencia
V-00340,2025-02-27,San Miguel,queso,8,kg,12983,Mercado municipal,efectivo
V-00341,2025-03-20,Buenos Aires,maiz,211,kg,2092,Cooperativa,transferencia
V-00342,2025-02-20,El Roble,queso,42,kg,9187,Familia local,efectivo
V-00343,2025-10-31,El Progreso,sorgo,487,kg,2459,Familia local,efectivo
V-00344,2025-07-03,San Miguel,yuca,409,kg,987,Familia local,transferencia
V-00345,2025-03-03,La Esperanza,yuca,506,kg,976,Restaurante,credito_local
V-00346,2025-06-26,Los Guaduales,queso,7,kg,10269,Tienda veredal,efectivo
V-00347,2025-08-20,Los Guaduales,sorgo,100,kg,2504,Tienda veredal,efectivo
V-00348,2025-07-01,La Esperanza,abono_organico,7,bulto,11615,Restaurante,credito_local
V-00349,2025-10-29,Buenos Aires,abono_organico,13,bulto,10621,Tienda veredal,efectivo
V-00350,2025-04-02,Santa Lucia,abono_organico,10,bulto,8640,Tienda veredal,efectivo
V-00351,2025-02-05,Santa Lucia,maiz,589,kg,2365,Tienda veredal,credito_local
V-00352,2025-03-14,El Progreso,leche,44,litro,1854,Familia local,transferencia
V-00353,2025-09-20,La Pradera,abono_organico,19,bulto,13289,Tienda veredal,efectivo
V-00354,2025-12-29,Santa Lucia,sorgo,135,kg,1066,Mercado municipal,transferencia
V-00355,2025-04-10,La Esperanza,queso,45,kg,11882,Cooperativa,credito_local
V-00356,2025-11-21,Los Guaduales,abono_organico,18,bulto,16259,Familia local,efectivo
V-00357,2025-04-28,Los Guaduales,queso,14,kg,11796,Mercado municipal,transferencia
V-00358,2025-01-15,El Progreso,sorgo,43,kg,2217,Colegio,efectivo
V-00359,2025-12-28,La Esperanza,maiz,293,kg,2716,Tienda veredal,efectivo
V-00360,2025-02-16,Santa Lucia,abono_organico,9,bulto,12035,Familia local,credito_local
V-00361,2025-11-01,Santa Lucia,yuca,360,kg,1263,Colegio,efectivo
V-00362,2025-05-23,San Miguel,yuca,76,kg,2076,Familia local,transferencia
V-00363,2025-07-23,Los Guaduales,maiz,328,kg,1722,Restaurante,efectivo
V-00364,2025-10-08,San Miguel,yuca,583,kg,2469,Restaurante,efectivo
V-00365,2025-06-30,La Esperanza,abono_organico,39,bulto,11673,Familia local,transferencia
V-00366,2025-08-20,La Pradera,maiz,422,kg,1670,Restaurante,credito_local
V-00367,2025-11-13,Los Guaduales,maiz,283,kg,2695,Colegio,efectivo
V-00368,2025-11-02,San Miguel,yuca,326,kg,2776,Restaurante,transferencia
V-00369,2025-10-26,La Pradera,maiz,606,kg,1115,Mercado municipal,credito_local
V-00370,2025-03-15,El Progreso,sorgo,647,kg,1718,Familia local,credito_local
V-00371,2025-01-20,La Pradera,abono_organico,41,bulto,17229,Mercado municipal,transferencia
V-00372,2025-11-02,El Roble,queso,38,kg,13237,Tienda veredal,transferencia
V-00373,2025-10-05,Buenos Aires,sorgo,474,kg,1383,Colegio,transferencia
V-00374,2025-04-22,Santa Lucia,abono_organico,27,bulto,8541,Restaurante,credito_local
V-00375,2025-08-15,Santa Lucia,queso,45,kg,14998,Restaurante,efectivo
V-00376,2025-09-23,El Roble,queso,31,kg,12938,Restaurante,efectivo
V-00377,2025-06-11,Santa Lucia,abono_organico,7,bulto,17702,Familia local,credito_local
V-00378,2025-04-13,Los Guaduales,leche,102,litro,2158,Mercado municipal,transferencia
V-00379,2025-04-15,El Roble,maiz,202,kg,1971,Cooperativa,transferencia
V-00380,2025-03-22,Los Guaduales,sorgo,570,kg,2343,Tienda veredal,transferencia
V-00381,2025-11-15,San Miguel,maiz,275,kg,1297,Colegio,credito_local
V-00382,2025-02-27,El Roble,leche,24,litro,2067,Colegio,efectivo
V-00383,2025-05-06,El Progreso,abono_organico,34,bulto,10152,Mercado municipal,transferencia
V-00384,2025-10-09,San Miguel,sorgo,100,kg,933,Tienda veredal,credito_local
V-00385,2025-05-13,San Miguel,yuca,524,kg,1457,Familia local,efectivo
V-00386,2025-03-22,El Progreso,abono_organico,2,bulto,7433,Familia local,transferencia
V-00387,2025-12-01,El Roble,leche,173,litro,1896,Cooperativa,efectivo
V-00388,2025-04-02,San Miguel,maiz,73,kg,1387,Familia local,efectivo
V-00389,2025-03-28,Santa Lucia,queso,31,kg,14540,Tienda veredal,credito_local
V-00390,2025-10-17,La Esperanza,yuca,507,kg,1179,Cooperativa,transferencia
V-00391,2025-04-05,Los Guaduales,sorgo,216,kg,1229,Restaurante,credito_local
V-00392,2025-06-18,La Pradera,sorgo,494,kg,2492,Mercado municipal,credito_local
V-00393,2025-04-01,San Miguel,maiz,113,kg,2586,Familia local,efectivo
V-00394,2025-11-17,Santa Lucia,yuca,358,kg,1164,Mercado municipal,credito_local
V-00395,2025-11-06,Santa Lucia,queso,19,kg,13760,Colegio,efectivo
V-00396,2025-01-13,El Roble,maiz,229,kg,1510,Restaurante,credito_local
V-00397,2025-10-31,San Miguel,sorgo,369,kg,1101,Colegio,credito_local
V-00398,2025-10-15,San Miguel,yuca,216,kg,1722,Familia local,efectivo
V-00399,2025-02-04,La Esperanza,queso,50,kg,11612,Cooperativa,credito_local
V-00400,2025-10-16,La Esperanza,abono_organico,19,bulto,10088,Familia local,credito_local
V-00401,2025-06-28,San Miguel,maiz,251,kg,2624,Mercado municipal,efectivo
V-00402,2025-12-20,Santa Lucia,sorgo,177,kg,1776,Colegio,credito_local
V-00403,2025-07-06,El Progreso,queso,50,kg,14467,Familia local,credito_local
V-00404,2025-03-31,La Esperanza,yuca,315,kg,1221,Cooperativa,efectivo
V-00405,2025-03-07,Santa Lucia,leche,117,litro,1919,Tienda veredal,credito_local
V-00406,2025-06-23,El Roble,leche,93,litro,2110,Colegio,credito_local
V-00407,2025-03-15,Santa Lucia,abono_organico,26,bulto,8049,Cooperativa,credito_local
V-00408,2025-10-23,Santa Lucia,abono_organico,1,bulto,12928,Restaurante,transferencia
V-00409,2025-01-13,El Roble,queso,39,kg,11055,Familia local,efectivo
V-00410,2025-09-19,La Pradera,yuca,516,kg,2551,Mercado municipal,credito_local
V-00411,2025-07-24,La Esperanza,yuca,103,kg,1568,Restaurante,transferencia
V-00412,2025-02-27,La Esperanza,abono_organico,42,bulto,15988,Cooperativa,efectivo
V-00413,2025-07-01,Los Guaduales,abono_organico,28,bulto,10954,Mercado municipal,transferencia
V-00414,2025-06-06,San Miguel,leche,27,litro,1595,Familia local,credito_local
V-00415,2025-01-16,El Roble,yuca,37,kg,1958,Restaurante,transferencia
V-00416,2025-08-23,La Esperanza,leche,34,litro,2030,Tienda veredal,efectivo
V-00417,2025-11-05,La Pradera,sorgo,266,kg,1256,Familia local,efectivo
V-00418,2025-06-24,San Miguel,yuca,101,kg,1796,Restaurante,credito_local
V-00419,2025-10-09,La Pradera,yuca,28,kg,2047,Tienda veredal,transferencia
V-00420,2025-07-25,San Miguel,leche,80,litro,2064,Mercado municipal,transferencia
V-00421,2025-10-25,Los Guaduales,queso,44,kg,11323,Tienda veredal,efectivo
V-00422,2025-12-16,Buenos Aires,leche,160,litro,1517,Restaurante,efectivo
V-00423,2025-02-09,San Miguel,queso,12,kg,14081,Colegio,transferencia
V-00424,2025-05-14,Los Guaduales,queso,57,kg,13773,Restaurante,efectivo
V-00425,2025-11-25,San Miguel,sorgo,309,kg,2620,Mercado municipal,efectivo
V-00426,2025-06-04,La Pradera,abono_organico,5,bulto,8872,Restaurante,efectivo
V-00427,2025-05-07,Santa Lucia,yuca,198,kg,1707,Colegio,transferencia
V-00428,2025-07-26,El Progreso,yuca,265,kg,2653,Colegio,efectivo
V-00429,2025-01-21,El Roble,maiz,297,kg,1415,Mercado municipal,efectivo
V-00430,2025-12-25,Santa Lucia,leche,140,litro,2210,Mercado municipal,credito_local
V-00431,2025-09-04,Santa Lucia,leche,102,litro,1861,Mercado municipal,efectivo
V-00432,2025-03-05,La Pradera,leche,37,litro,2213,Cooperativa,transferencia
V-00433,2025-03-03,San Miguel,leche,180,litro,1932,Restaurante,credito_local
V-00434,2025-05-16,Buenos Aires,yuca,396,kg,1817,Colegio,credito_local
V-00435,2025-06-14,Los Guaduales,sorgo,392,kg,2029,Cooperativa,efectivo
V-00436,2025-01-22,La Pradera,maiz,636,kg,1429,Familia local,credito_local
V-00437,2025-02-27,La Esperanza,yuca,548,kg,1404,Mercado municipal,efectivo
V-00438,2025-06-20,Los Guaduales,leche,14,litro,2197,Tienda veredal,transferencia
V-00439,2025-11-06,El Roble,sorgo,205,kg,1594,Familia local,efectivo
V-00440,2025-05-14,El Progreso,sorgo,173,kg,2020,Familia local,transferencia
V-00441,2025-11-24,Los Guaduales,yuca,565,kg,910,Tienda veredal,efectivo
V-00442,2025-09-11,La Esperanza,sorgo,481,kg,1707,Cooperativa,credito_local
V-00443,2025-10-29,San Miguel,maiz,609,kg,2614,Restaurante,efectivo
V-00444,2025-01-14,Los Guaduales,leche,66,litro,1656,Tienda veredal,credito_local
V-00445,2025-07-16,La Esperanza,yuca,48,kg,-500,Colegio,credito_local
V-00446,2025-05-01,El Roble,maiz,535,kg,1599,Familia local,efectivo
V-00447,2025-04-13,La Pradera,maiz,599,kg,2025,Colegio,transferencia
V-00448,2025-01-10,Los Guaduales,yuca,310,kg,2149,Familia local,transferencia
V-00449,2025-05-01,San Miguel,maiz,517,kg,2695,Tienda veredal,efectivo
V-00450,2025-08-12,Los Guaduales,leche,120,litro,1880,Mercado municipal,transferencia
V-00451,2025-09-29,El Progreso,abono_organico,31,bulto,13469,Familia local,efectivo
V-00452,2025-01-08,La Pradera,abono_organico,45,bulto,7099,Familia local,efectivo
V-00453,2025-03-31,Santa Lucia,maiz,516,kg,2460,Cooperativa,credito_local
V-00454,2025-04-29,Santa Lucia,sorgo,385,kg,2186,Restaurante,efectivo
V-00455,2025-04-01,El Progreso,yuca,26,kg,2583,Mercado municipal,credito_local
V-00456,2025-09-13,Los Guaduales,maiz,489,kg,1649,Tienda veredal,transferencia
V-00457,2025-04-08,Los Guaduales,queso,1,kg,14967,Cooperativa,transferencia
V-00458,2025-08-11,Los Guaduales,sorgo,18,kg,2079,Colegio,credito_local
V-00459,2025-09-07,El Roble,leche,7,litro,2121,Familia local,credito_local
V-00460,2025-01-17,La Pradera,yuca,76,kg,2020,Restaurante,credito_local
V-00461,2025-11-23,El Progreso,yuca,585,kg,2298,Restaurante,transferencia
V-00462,2025-06-25,La Esperanza,abono_organico,36,bulto,10337,Restaurante,efectivo
V-00463,2025-11-14,El Roble,abono_organico,8,bulto,11119,Cooperativa,credito_local
V-00464,2025-09-19,Buenos Aires,yuca,559,kg,1849,Restaurante,efectivo
V-00465,2025-01-26,Santa Lucia,yuca,213,kg,1584,Cooperativa,efectivo
V-00466,2025-11-22,El Progreso,abono_organico,26,bulto,11259,Restaurante,credito_local
V-00467,2025-01-14,Santa Lucia,abono_organico,22,bulto,9425,Familia local,efectivo
V-00468,2025-09-07,San Miguel,queso,54,kg,10073,Cooperativa,credito_local
V-00469,2025-04-16,Buenos Aires,yuca,384,kg,1982,Colegio,efectivo
V-00470,2025-05-04,Santa Lucia,leche,72,litro,2155,Colegio,transferencia
V-00471,2025-11-11,Santa Lucia,queso,35,kg,13322,Restaurante,credito_local
V-00472,2025-03-15,Santa Lucia,abono_organico,18,bulto,15725,Restaurante,credito_local
V-00473,2025-04-18,Los Guaduales,leche,45,litro,2011,Cooperativa,transferencia
V-00474,2025-08-15,La Pradera,leche,72,litro,1713,Tienda veredal,efectivo
V-00475,2025-11-05,Buenos Aires,yuca,42,kg,2396,Colegio,transferencia
V-00476,2025-08-07,La Pradera,yuca,185,kg,2692,Colegio,credito_local
V-00477,2025-07-14,La Pradera,maiz,627,kg,1936,Tienda veredal,credito_local
V-00478,2025-10-08,Los Guaduales,sorgo,400,kg,1533,Familia local,efectivo
V-00479,2025-08-30,Buenos Aires,maiz,124,kg,1631,Familia local,efectivo
V-00480,2025-10-30,San Miguel,leche,154,litro,2253,Mercado municipal,efectivo
V-00481,2025-08-06,La Pradera,queso,23,kg,13691,Cooperativa,credito_local
V-00482,2025-06-27,Los Guaduales,abono_organico,32,bulto,17586,Familia local,transferencia
V-00483,2025-10-07,La Pradera,leche,68,litro,1741,Mercado municipal,credito_local
V-00484,2025-12-24,El Roble,queso,46,kg,11106,Cooperativa,efectivo
V-00485,2025-09-11,Los Guaduales,leche,199,litro,1794,Colegio,efectivo
V-00486,2025-10-28,Los Guaduales,sorgo,454,kg,1838,Restaurante,efectivo
V-00487,2025-05-27,San Miguel,sorgo,316,kg,1292,Familia local,credito_local
V-00488,2025-10-25,Buenos Aires,queso,31,kg,14475,Tienda veredal,transferencia
V-00489,2025-02-25,La Esperanza,sorgo,495,kg,941,Restaurante,efectivo
V-00490,2025-08-23,Buenos Aires,leche,126,litro,1704,Familia local,credito_local
V-00491,2025-04-16,Santa Lucia,maiz,158,kg,1638,Restaurante,transferencia
V-00492,2025-12-23,Santa Lucia,queso,3,kg,14305,Tienda veredal,transferencia
V-00493,2025-06-28,Santa Lucia,sorgo,128,kg,2318,Familia local,credito_local
V-00494,2025-01-03,El Progreso,queso,30,kg,13242,Cooperativa,transferencia
V-00495,2025-04-14,El Progreso,queso,57,kg,12290,Familia local,efectivo
V-00496,2025-10-09,Santa Lucia,yuca,425,kg,1359,Mercado municipal,efectivo
V-00497,2025-11-11,La Esperanza,leche,138,litro,1838,Cooperativa,efectivo
V-00498,2025-08-12,La Esperanza,abono_organico,35,bulto,9838,Mercado municipal,transferencia
V-00499,2025-11-30,El Progreso,maiz,476,kg,2062,Familia local,transferencia
V-00500,2025-03-29,La Pradera,abono_organico,43,bulto,8561,Colegio,transferencia
V-00501,2025-10-12,San Miguel,maiz,245,kg,2225,Restaurante,credito_local
V-00502,2025-07-27,El Progreso,abono_organico,9,bulto,16130,Restaurante,efectivo
V-00503,2025-03-25,La Pradera,queso,38,kg,9670,Tienda veredal,efectivo
V-00504,2025-01-11,Buenos Aires,queso,13,kg,10801,Tienda veredal,transferencia
V-00505,2025-04-10,La Pradera,yuca,421,kg,2511,Familia local,credito_local
V-00506,2025-10-25,El Roble,sorgo,243,kg,2778,Restaurante,transferencia
V-00507,2025-12-25,El Progreso,leche,13,litro,1894,Tienda veredal,credito_local
V-00508,2025-05-17,Los Guaduales,maiz,174,kg,1336,Restaurante,efectivo
V-00509,2025-06-18,Los Guaduales,maiz,510,kg,2190,Tienda veredal,efectivo
V-00510,2025-12-19,Buenos Aires,sorgo,374,kg,2435,Restaurante,transferencia
V-00511,2025-11-18,Buenos Aires,queso,58,kg,11449,Familia local,credito_local
V-00512,2025-03-30,Santa Lucia,leche,74,litro,1901,Cooperativa,credito_local
V-00513,2025-03-22,Santa Lucia,queso,13,kg,11979,Cooperativa,credito_local
V-00514,2025-05-30,La Pradera,maiz,127,kg,2348,Cooperativa,credito_local
V-00515,2025-07-19,Buenos Aires,maiz,199,kg,1304,Mercado municipal,transferencia
V-00516,2025-04-03,El Progreso,abono_organico,14,bulto,9721,Familia local,efectivo
V-00517,2025-06-21,El Progreso,queso,31,kg,9555,Mercado municipal,credito_local
V-00518,2025-01-24,Los Guaduales,queso,26,kg,9863,Familia local,credito_local
V-00519,2025-01-22,El Progreso,queso,50,kg,10302,Tienda veredal,efectivo
V-00520,2025-04-29,El Roble,maiz,361,kg,1787,Cooperativa,efectivo
V-00521,2025-12-18,La Esperanza,maiz,244,kg,1562,Restaurante,efectivo
V-00522,2025-11-14,Buenos Aires,yuca,401,kg,1446,Mercado municipal,efectivo
V-00523,2025-06-23,Los Guaduales,abono_organico,7,bulto,13979,Colegio,transferencia
V-00524,2025-09-11,El Progreso,maiz,163,kg,2525,Colegio,credito_local
V-00525,2025-06-16,San Miguel,leche,25,litro,2033,Tienda veredal,credito_local
V-00526,2025-02-17,Buenos Aires,queso,23,kg,14139,Cooperativa,credito_local
V-00527,2025-10-07,La Esperanza,queso,11,kg,10733,Tienda veredal,credito_local
V-00528,2025-09-30,La Pradera,abono_organico,42,bulto,7365,Cooperativa,transferencia
V-00529,2025-01-14,El Roble,yuca,641,kg,2740,Colegio,efectivo
V-00530,2025-06-14,La Esperanza,sorgo,482,kg,1765,Mercado municipal,efectivo
V-00531,2025-08-14,El Progreso,sorgo,380,kg,1610,Familia local,transferencia
V-00532,2025-06-07,El Roble,leche,103,litro,1907,Colegio,transferencia
V-00533,2025-01-05,Los Guaduales,maiz,567,kg,1181,Tienda veredal,efectivo
V-00534,2025-08-01,Los Guaduales,sorgo,253,kg,2003,Colegio,credito_local
V-00535,2025-10-09,La Pradera,yuca,490,kg,1418,Mercado municipal,transferencia
V-00536,2025-07-01,Buenos Aires,leche,104,litro,1834,Tienda veredal,efectivo
V-00537,2025-11-05,San Miguel,leche,25,litro,1734,Familia local,credito_local
V-00538,2025-11-09,La Pradera,yuca,120,kg,2091,Mercado municipal,efectivo
V-00539,2025-05-31,La Pradera,queso,24,kg,9679,Familia local,credito_local
V-00540,2025-03-29,Buenos Aires,abono_organico,30,bulto,10298,Familia local,transferencia
V-00541,2025-05-09,El Roble,yuca,158,kg,2017,Mercado municipal,credito_local
V-00542,2025-08-29,Santa Lucia,yuca,267,kg,1374,Tienda veredal,transferencia
V-00543,2025-09-23,Buenos Aires,queso,5,kg,12994,Colegio,credito_local
V-00544,2025-10-12,Los Guaduales,queso,25,kg,10905,Tienda veredal,credito_local
V-00545,2025-12-23,San Miguel,maiz,287,kg,1411,Colegio,transferencia
V-00546,2025-06-27,Buenos Aires,sorgo,292,kg,2779,Tienda veredal,efectivo
V-00547,2025-05-01,Los Guaduales,queso,49,kg,13151,Familia local,credito_local
V-00548,2025-01-18,La Esperanza,yuca,420,kg,1559,Familia local,efectivo
V-00549,2025-08-05,Buenos Aires,yuca,466,kg,1693,Cooperativa,credito_local
V-00550,2025-09-02,El Progreso,abono_organico,33,bulto,9919,Colegio,efectivo
V-00551,2025-07-06,La Pradera,leche,54,litro,2243,Familia local,transferencia
V-00552,2025-08-16,Buenos Aires,queso,57,kg,11662,Restaurante,transferencia
V-00553,2025-06-07,La Pradera,yuca,296,kg,2016,Cooperativa,efectivo
V-00554,2025-06-19,La Esperanza,sorgo,538,kg,1447,Restaurante,transferencia
V-00555,2025-06-07,La Pradera,leche,52,litro,2025,Tienda veredal,efectivo
V-00556,2025-04-29,Santa Lucia,yuca,566,kg,2598,Restaurante,transferencia
V-00557,2025-03-13,Santa Lucia,maiz,20,kg,2072,Colegio,credito_local
V-00558,2025-04-05,Los Guaduales,maiz,480,kg,1366,Familia local,transferencia
V-00559,2025-01-27,Santa Lucia,maiz,419,kg,2167,Tienda veredal,transferencia
V-00560,2025-08-20,La Esperanza,abono_organico,29,bulto,12712,Tienda veredal,transferencia
V-00561,2025-08-15,Santa Lucia,yuca,63,kg,2540,Cooperativa,transferencia
V-00562,2025-08-10,La Esperanza,queso,32,kg,13099,Tienda veredal,transferencia
V-00563,2025-06-24,La Esperanza,queso,30,kg,10259,Cooperativa,transferencia
V-00564,2025-07-17,La Pradera,abono_organico,30,bulto,14294,Restaurante,transferencia
V-00565,2025-09-27,El Roble,yuca,89,kg,1618,Mercado municipal,efectivo
V-00566,2025-03-19,La Pradera,leche,182,litro,1902,Familia local,transferencia
V-00567,2025-11-21,El Progreso,yuca,272,kg,1919,Mercado municipal,efectivo
V-00568,2025-10-11,El Progreso,sorgo,383,kg,2321,Tienda veredal,credito_local
V-00569,2025-02-26,San Miguel,leche,175,litro,1899,Restaurante,efectivo
V-00570,2025-07-30,El Roble,abono_organico,35,bulto,15189,Familia local,credito_local
V-00571,2025-03-26,Santa Lucia,maiz,576,kg,2195,Tienda veredal,transferencia
V-00572,2025-04-25,Los Guaduales,yuca,624,kg,2256,Tienda veredal,transferencia
V-00573,2025-10-06,La Esperanza,leche,136,litro,1512,Mercado municipal,credito_local
V-00574,2025-05-01,Santa Lucia,sorgo,542,kg,1132,Cooperativa,credito_local
V-00575,2025-01-20,La Esperanza,sorgo,318,kg,2022,Familia local,credito_local
V-00576,2025-04-05,La Pradera,leche,113,litro,2231,Colegio,efectivo
V-00577,2025-11-22,El Roble,leche,6,litro,2131,Cooperativa,credito_local
V-00578,2025-07-22,San Miguel,leche,206,litro,1556,Colegio,transferencia
V-00579,2025-10-16,Buenos Aires,sorgo,193,kg,2627,Tienda veredal,transferencia
V-00580,2025-02-21,El Roble,leche,206,litro,2060,Tienda veredal,transferencia
V-00581,2025-08-18,San Miguel,queso,51,kg,10335,Cooperativa,credito_local
V-00582,2025-08-16,Buenos Aires,abono_organico,1,bulto,16304,Familia local,transferencia
V-00583,2025-12-12,Buenos Aires,maiz,26,kg,2769,Restaurante,credito_local
V-00584,2025-10-30,San Miguel,queso,5,kg,9902,Familia local,credito_local
V-00585,2025-11-23,La Esperanza,abono_organico,3,bulto,8985,Restaurante,transferencia
V-00586,2025-05-20,La Pradera,yuca,414,kg,1081,Restaurante,transferencia
V-00587,2025-12-30,El Progreso,maiz,605,kg,2280,Mercado municipal,credito_local
V-00588,2025-07-04,La Pradera,leche,63,litro,1721,Colegio,efectivo
V-00589,2025-08-14,El Roble,maiz,161,kg,1528,Colegio,efectivo
V-00590,2025-12-29,Buenos Aires,maiz,188,kg,1262,Tienda veredal,transferencia
V-00591,2025-08-27,San Miguel,leche,217,litro,1938,Tienda veredal,efectivo
