codigo_animal,finca,raza,edad_meses,peso_kg,estado_sanitario,ultima_vacuna,responsable
EL-1412,El Progreso,Criollo,101,312.1,sano,2024-08-09,Paola
LA-1413,La Esperanza,Gyr,62,361.1,sano,2024-07-27,Marta
BU-1414,Buenos Aires,Criollo,22,467.6,sano,2024-07-31,Carlos
EL-1415,El Progreso,Gyr,25,321.9,sano,2024-12-26,Luis
EL-1416,El Roble,Gyr,56,475.1,sano,2024-11-22,Marta
SA-1417,Santa Lucia,Holstein,55,402.1,vacuna_pendiente,2024-12-05,Luis
BU-1418,Buenos Aires,Holstein,25,614.5,vacuna_pendiente,2024-12-05,Jorge
LA-1419,La Pradera,Criollo,73,374.3,sano,2024-11-28,Marta
EL-1420,El Progreso,Pardo Suizo,112,561.0,sano,2024-08-11,Paola
EL-1421,El Progreso,Gyr,18,441.3,vacuna_pendiente,2024-12-01,Ana
LA-1422,La Pradera,Jersey,40,447.9,sano,2024-10-13,Luis
EL-1423,El Progreso,Holstein,16,343.8,sano,2024-11-30,Luis
SA-1424,San Miguel,Holstein,33,396.6,observacion,2024-12-21,Luis
EL-1425,El Roble,Holstein,79,489.2,sano,2024-12-02,Luis
EL-1426,El Roble,Criollo,7,453.7,observacion,2024-10-10,Jorge
LA-1427,La Pradera,Jersey,50,415.1,sano,2024-08-09,Paola
BU-1428,Buenos Aires,Jersey,66,461.7,sano,2024-09-18,Luis
SA-1429,Santa Lucia,Jersey,36,303.4,observacion,2024-08-11,Jorge
BU-1430,Buenos Aires,Criollo,12,294.1,tratamiento,2024-07-14,Ana
EL-1431,El Progreso,Normando,101,460.1,vacuna_pendiente,2024-12-07,Carlos
SA-1432,San Miguel,Pardo Suizo,114,453.9,sano,2024-12-27,Ana
LO-1433,Los Guaduales,Criollo,113,455.2,sano,2024-08-18,Paola
LO-1434,Los Guaduales,Criollo,71,180.3,vacuna_pendiente,2024-11-29,Paola
LO-1435,Los Guaduales,Gyr,31,430.9,sano,2024-10-08,Ana
LA-1436,La Pradera,Criollo,28,446.5,vacuna_pendiente,2024-10-29,Paola
EL-1437,El Roble,Jersey,96,507.1,sano,2024-08-30,Ana
EL-1438,El Roble,Holstein,106,465.6,tratamiento,2024-12-06,Paola
LO-1439,Los Guaduales,Holstein,49,461.2,tratamiento,2024-07-30,Luis
LA-1440,La Pradera,Normando,84,459.7,sano,2024-11-11,Jorge
LO-1441,Los Guaduales,Pardo Suizo,69,456.6,sano,2024-11-23,Marta
BU-1442,Buenos Aires,Pardo Suizo,31,301.0,sano,2024-12-27,Ana
SA-1443,San Miguel,Pardo Suizo,65,369.1,tratamiento,2024-09-30,Jorge
EL-1444,El Progreso,Pardo Suizo,78,384.7,sano,2024-10-17,Jorge
LA-1445,La Esperanza,Criollo,87,498.7,observacion,2024-09-27,Carlos
SA-1446,San Miguel,Jersey,40,349.2,sano,2024-10-10,Paola
LA-1447,La Pradera,Pardo Suizo,55,563.2,sano,2024-07-11,Ana
EL-1448,El Roble,Holstein,97,647.9,sano,2024-08-09,Paola
LA-1449,La Pradera,Holstein,39,471.7,sano,2024-12-28,Paola
LA-1450,La Pradera,Gyr,60,456.7,observacion,2024-09-18,Jorge
SA-1451,Santa Lucia,Normando,90,354.8,sano,2024-09-11,Luis
EL-1452,El Roble,Holstein,33,401.0,sano,2024-10-04,Carlos
LA-1453,La Pradera,Holstein,115,276.7,sano,2024-12-30,Marta
EL-1454,El Roble,Gyr,24,558.9,observacion,2024-08-14,Ana
EL-1455,El Roble,Criollo,94,374.9,sano,2024-12-02,Carlos
EL-1456,El Roble,Criollo,13,487.3,sano,2024-09-26,Ana
SA-1457,Santa Lucia,Normando,47,240.0,sano,2024-12-18,Luis
SA-1458,San Miguel,Gyr,105,537.7,sano,2024-10-07,Ana
LA-1459,La Esperanza,Gyr,34,429.0,tratamiento,2024-11-10,Jorge
EL-1460,El Roble,Gyr,33,491.5,sano,2024-10-19,Jorge
BU-1461,Buenos Aires,Jersey,70,459.1,sano,2024-09-18,Jorge
LA-1462,La Esperanza,Pardo Suizo,83,280.2,tratamiento,2024-09-16,Carlos
LO-1463,Los Guaduales,Gyr,69,499.8,observacion,2024-09-26,Jorge
BU-1464,Buenos Aires,Jersey,106,463.6,sano,2024-10-20,Paola
LO-1465,Los Guaduales,Jersey,13,508.8,tratamiento,2024-11-20,Luis
LA-1466,La Esperanza,Normando,55,399.6,vacuna_pendiente,2024-11-03,Paola
EL-1467,El Progreso,Holstein,101,443.7,sano,2024-10-12,Jorge
EL-1468,El Progreso,Gyr,82,462.7,sano,2024-09-17,Luis
LO-1469,Los Guaduales,Holstein,20,546.1,sano,2024-11-06,Jorge
EL-1470,El Progreso,Holstein,39,392.6,sano,2024-10-30,Paola
LO-1471,Los Guaduales,Jersey,54,492.2,vacuna_pendiente,2024-11-03,Jorge
EL-1472,El Progreso,Pardo Suizo,51,366.8,sano,2024-10-30,Carlos
SA-1473,Santa Lucia,Criollo,56,334.8,sano,2024-09-21,Paola
SA-1474,Santa Lucia,Criollo,7,290.1,sano,2024-11-08,Carlos
EL-1475,El Roble,Criollo,95,424.1,sano,2024-12-29,Carlos
BU-1476,Buenos Aires,Gyr,10,340.6,sano,2024-08-31,Paola
EL-1477,El Progreso,Pardo Suizo,26,483.4,sano,2024-09-23,Marta
EL-1478,El Roble,Criollo,49,440.8,sano,2024-11-10,Jorge
LA-1479,La Pradera,Pardo Suizo,67,355.8,vacuna_pendiente,2024-08-19,Ana
EL-1480,El Roble,Criollo,91,303.0,tratamiento,2024-09-14,Marta
LA-1481,La Pradera,Holstein,77,244.4,sano,2024-11-06,Luis
BU-1482,Buenos Aires,Criollo,94,547.1,sano,2024-09-10,Luis
BU-1483,Buenos Aires,Criollo,106,460.7,vacuna_pendiente,2024-11-06,Marta
LA-1484,La Esperanza,Criollo,50,296.4,sano,2024-12-01,Carlos
EL-1485,El Roble,Criollo,77,410.7,tratamiento,2024-08-24,Luis
LO-1486,Los Guaduales,Pardo Suizo,64,420.3,sano,2024-08-13,Carlos
LA-1487,La Esperanza,Normando,30,551.1,tratamiento,2024-08-07,Marta
EL-1488,El Progreso,Holstein,26,342.3,tratamiento,2024-11-22,Paola
EL-1489,El Roble,Jersey,86,427.3,sano,2024-09-27,Jorge
LA-1490,La Esperanza,Criollo,9,360.3,sano,2024-10-15,Marta
EL-1491,El Roble,Criollo,44,381.3,sano,2024-09-14,Carlos
SA-1492,San Miguel,Gyr,73,411.0,sano,2024-08-07,Marta
BU-1493,Buenos Aires,Normando,68,512.2,sano,2024-11-16,Luis
SA-1494,Santa Lucia,Holstein,61,405.6,sano,2024-11-10,Ana
LA-1495,La Esperanza,Criollo,93,419.8,sano,2024-08-13,Luis
EL-1496,El Roble,Jersey,64,214.6,sano,2024-07-21,Luis
LA-1497,La Esperanza,Pardo Suizo,68,416.4,observacion,2024-09-26,Jorge
LO-1498,Los Guaduales,Jersey,114,381.1,tratamiento,2024-10-14,Paola
EL-1499,El Progreso,Pardo Suizo,69,456.4,sano,2024-10-08,Marta
EL-1500,El Roble,Pardo Suizo,42,425.7,sano,2024-08-04,Carlos
SA-1501,Santa Lucia,Jersey,14,466.2,sano,2024-08-06,Carlos
LA-1502,La Esperanza,Pardo Suizo,25,241.4,observacion,2024-11-15,Ana
EL-1503,El Roble,Criollo,45,361.3,sano,2024-07-25,Luis
LA-1504,La Esperanza,Pardo Suizo,13,513.6,sano,2024-08-17,Ana
BU-1505,Buenos Aires,Normando,63,253.2,sano,2024-11-15,Luis
SA-1506,Santa Lucia,Criollo,51,323.1,sano,2024-08-19,Luis
SA-1507,Santa Lucia,Pardo Suizo,107,461.5,sano,2024-11-05,Jorge
BU-1508,Buenos Aires,Holstein,31,299.1,sano,2024-12-01,Marta
LA-1509,La Pradera,Normando,48,502.4,vacuna_pendiente,2024-08-01,Ana
LA-1510,La Esperanza,Criollo,39,449.9,sano,2024-12-16,Marta
LA-1511,La Pradera,Normando,34,421.6,sano,2024-07-23,Ana
SA-1512,Santa Lucia,Gyr,91,514.3,sano,2024-11-25,Ana
EL-1513,El Roble,Gyr,102,547.4,vacuna_pendiente,2024-11-13,Marta
SA-1514,Santa Lucia,Holstein,47,503.3,observacion,2024-08-26,Carlos
LO-1515,Los Guaduales,Gyr,64,434.7,observacion,2024-10-15,Marta
LO-1516,Los Guaduales,Gyr,44,322.9,sano,2024-08-19,Jorge
SA-1517,Santa Lucia,Pardo Suizo,78,438.1,sano,2024-07-31,Marta
BU-1518,Buenos Aires,Holstein,112,307.5,sano,2024-07-21,Jorge
SA-1519,San Miguel,Gyr,19,447.2,sano,2024-09-24,Carlos
BU-1520,Buenos Aires,Normando,18,405.4,vacuna_pendiente,2024-08-08,Jorge
LA-1521,La Pradera,Normando,39,408.8,sano,2024-08-15,Marta
SA-1522,San Miguel,Normando,100,321.2,observacion,2024-09-13,Marta
LO-1523,Los Guaduales,Gyr,57,290.4,sano,2024-07-06,Carlos
SA-1524,San Miguel,Holstein,54,370.9,vacuna_pendiente,2024-11-14,Marta
BU-1525,Buenos Aires,Pardo Suizo,47,277.4,observacion,2024-11-07,Paola
LO-1526,Los Guaduales,Jersey,63,471.4,vacuna_pendiente,2024-08-16,Marta
BU-1527,Buenos Aires,Criollo,71,314.4,sano,2024-10-24,Paola
BU-1528,Buenos Aires,Gyr,14,354.6,vacuna_pendiente,2024-08-31,Paola
LA-1529,La Esperanza,Normando,37,538.6,sano,2024-08-07,Luis
LA-1530,La Esperanza,Holstein,33,440.9,sano,2024-12-13,Ana
LA-1531,La Pradera,Pardo Suizo,55,437.8,tratamiento,2024-08-29,Luis
LA-1532,La Pradera,Normando,43,377.7,sano,2024-11-17,Carlos
LA-1533,La Esperanza,Gyr,27,361.0,sano,2024-07-28,Paola
BU-1534,Buenos Aires,Criollo,116,430.5,sano,2024-09-27,Marta
SA-1535,San Miguel,Normando,57,352.1,observacion,2024-08-29,Carlos
EL-1536,El Roble,Holstein,20,373.5,observacion,2024-12-30,Ana
LA-1537,La Esperanza,Gyr,94,328.2,observacion,2024-11-27,Marta
EL-1538,El Roble,Holstein,54,419.7,sano,2024-11-03,Ana
EL-1539,El Roble,Criollo,18,472.3,sano,2024-07-06,Paola
EL-1540,El Roble,Criollo,40,438.7,tratamiento,2024-09-21,Paola
SA-1541,San Miguel,Gyr,111,432.1,sano,2024-11-03,Ana
EL-1542,El Progreso,Pardo Suizo,76,530.3,sano,2024-10-15,Carlos
EL-1543,El Progreso,Pardo Suizo,16,462.3,sano,2024-12-07,Carlos
SA-1544,Santa Lucia,Normando,40,522.4,sano,2024-10-14,Carlos
SA-1545,Santa Lucia,Gyr,56,605.5,sano,2024-07-18,Carlos
EL-1546,El Roble,Jersey,42,377.5,observacion,2024-07-08,Paola
BU-1547,Buenos Aires,Pardo Suizo,30,496.1,tratamiento,2024-11-06,Ana
LA-1548,La Pradera,Holstein,26,389.2,tratamiento,2024-07-26,Luis
SA-1549,San Miguel,Gyr,99,447.5,tratamiento,2024-09-10,Jorge
SA-1550,Santa Lucia,Criollo,46,386.4,observacion,2024-12-06,Carlos
LA-1551,La Pradera,Gyr,99,220.2,sano,2024-07-30,Paola
SA-1552,San Miguel,Criollo,115,565.2,sano,2024-12-22,Ana
EL-1553,El Progreso,Normando,55,440.4,sano,2024-12-25,Luis
LA-1554,La Pradera,Holstein,115,222.1,sano,2024-09-29,Jorge
BU-1555,Buenos Aires,Criollo,67,400.4,tratamiento,2024-12-30,Ana
LA-1556,La Esperanza,Gyr,19,526.5,sano,2024-08-11,Carlos
BU-1557,Buenos Aires,Pardo Suizo,86,393.3,sano,2024-10-07,Ana
EL-1558,El Roble,Criollo,21,339.8,sano,2024-09-24,Luis
SA-1559,Santa Lucia,Holstein,66,371.8,sano,2024-10-13,Carlos
SA-1560,San Miguel,Holstein,105,319.5,vacuna_pendiente,2024-12-03,Luis
EL-1561,El Roble,Holstein,118,341.1,vacuna_pendiente,2024-10-28,Paola
EL-1562,El Progreso,Normando,98,411.9,sano,2024-07-15,Ana
EL-1563,El Roble,Gyr,96,342.4,sano,2024-12-24,Jorge
SA-1564,Santa Lucia,Holstein,23,406.7,sano,2024-12-26,Jorge
LA-1565,La Esperanza,Jersey,76,509.0,observacion,2024-11-11,Ana
EL-1566,El Progreso,Pardo Suizo,47,371.0,sano,2024-09-24,Jorge
SA-1567,Santa Lucia,Criollo,104,297.6,observacion,2024-12-13,Ana
SA-1568,Santa Lucia,Jersey,48,421.7,sano,2024-07-29,Luis
LA-1569,La Pradera,Pardo Suizo,115,469.4,sano,2024-07-13,Ana
LO-1570,Los Guaduales,Holstein,111,502.7,sano,2024-07-24,Ana
EL-1571,El Roble,Holstein,108,461.2,sano,2024-07-12,Ana
LO-1572,Los Guaduales,Criollo,53,362.1,observacion,2024-08-29,Paola
EL-1573,El Progreso,Pardo Suizo,56,422.4,sano,2024-09-06,Jorge
LA-1574,La Pradera,Criollo,45,419.8,sano,2024-07-20,Jorge
SA-1575,San Miguel,Pardo Suizo,118,518.3,sano,2024-11-01,Jorge
BU-1576,Buenos Aires,Criollo,52,372.4,sano,2024-12-24,Marta
BU-1577,Buenos Aires,Normando,99,358.5,observacion,2024-12-25,Paola
SA-1578,San Miguel,Holstein,31,394.4,vacuna_pendiente,2024-10-15,Ana
SA-1579,San Miguel,Holstein,39,515.1,sano,2024-07-23,Carlos
SA-1580,San Miguel,Gyr,7,474.6,sano,2024-11-08,Carlos
BU-1581,Buenos Aires,Pardo Suizo,90,385.0,sano,2024-12-29,Jorge
SA-1582,San Miguel,Normando,20,396.9,sano,2024-09-11,Luis
EL-1583,El Roble,Gyr,103,411.4,sano,2024-12-18,Paola
EL-1584,El Progreso,Criollo,63,471.6,sano,2024-10-02,Marta
LO-1585,Los Guaduales,Gyr,11,493.3,tratamiento,2024-11-04,Marta
LA-1586,La Esperanza,Gyr,40,550.8,sano,2024-08-15,Marta
LA-1587,La Esperanza,Pardo Suizo,7,311.5,sano,2024-12-30,Marta
SA-1588,San Miguel,Gyr,112,610.8,sano,2024-12-01,Jorge
BU-1589,Buenos Aires,Pardo Suizo,88,359.5,vacuna_pendiente,2024-11-11,Marta
EL-1590,El Progreso,Criollo,16,292.9,observacion,2024-09-22,Luis
LA-1591,La Pradera,Normando,47,499.7,sano,2024-12-20,Carlos
SA-1592,San Miguel,Jersey,60,412.2,sano,2024-09-22,Jorge
LO-1593,Los Guaduales,Jersey,82,510.0,sano,2024-07-26,Marta
BU-1594,Buenos Aires,Criollo,60,444.7,sano,2024-11-30,Jorge
EL-1595,El Roble,Gyr,65,485.6,sano,2024-12-15,Luis
SA-1596,San Miguel,Normando,70,489.6,tratamiento,2024-07-08,Jorge
EL-1597,El Roble,Pardo Suizo,59,520.3,sano,2024-08-29,Jorge
BU-1598,Buenos Aires,Gyr,77,442.9,sano,2024-08-15,Ana
EL-1599,El Roble,Normando,28,472.5,sano,2024-09-21,Luis
BU-1600,Buenos Aires,Jersey,54,452.5,sano,2024-12-19,Marta
SA-1601,Santa Lucia,Pardo Suizo,82,539.5,observacion,2024-07-20,Marta
LA-1602,La Esperanza,Criollo,12,470.3,sano,2024-12-05,Carlos
BU-1603,Buenos Aires,Holstein,34,434.3,sano,2024-12-27,Marta
LA-1604,La Esperanza,Criollo,93,337.1,observacion,2024-08-02,Marta
SA-1605,San Miguel,Pardo Suizo,11,304.5,sano,2024-08-31,Luis
LA-1606,La Pradera,Normando,53,340.9,sano,2024-11-23,Marta
LO-1607,Los Guaduales,Holstein,91,475.2,sano,2024-11-04,Ana
LA-1608,La Esperanza,Gyr,120,464.1,sano,2024-12-03,Luis
BU-1609,Buenos Aires,Jersey,11,496.8,sano,2024-10-20,Carlos
EL-1610,El Roble,Criollo,118,543.6,sano,2024-10-04,Marta
SA-1611,San Miguel,Criollo,114,416.1,observacion,2024-10-02,Marta
SA-1612,Santa Lucia,Holstein,102,545.3,sano,2024-08-05,Carlos
LA-1613,La Esperanza,Criollo,34,369.2,sano,2024-10-12,Jorge
LO-1614,Los Guaduales,Gyr,98,431.3,tratamiento,2024-10-28,Luis
BU-1615,Buenos Aires,Holstein,104,563.4,sano,2024-09-09,Paola
LA-1616,La Esperanza,Holstein,79,417.9,sano,2024-12-30,Carlos
BU-1617,Buenos Aires,Holstein,13,442.2,tratamiento,2024-08-08,Carlos
EL-1618,El Roble,Pardo Suizo,80,444.7,vacuna_pendiente,2024-10-29,Luis
LO-1619,Los Guaduales,Gyr,106,343.7,tratamiento,2024-10-17,Marta
LO-1620,Los Guaduales,Pardo Suizo,111,582.5,sano,2024-10-15,Luis
SA-1621,San Miguel,Criollo,48,488.2,sano,2024-10-15,Carlos
LA-1622,La Pradera,Normando,29,265.8,vacuna_pendiente,2024-12-11,Luis
SA-1623,Santa Lucia,Gyr,83,430.9,sano,2024-07-22,Ana
LA-1624,La Pradera,Normando,38,553.5,sano,2024-11-10,Marta
BU-1625,Buenos Aires,Gyr,13,419.5,sano,2024-11-09,Luis
SA-1626,Santa Lucia,Jersey,110,235.8,sano,2024-12-04,Carlos
BU-1627,Buenos Aires,Gyr,53,372.1,sano,2024-11-13,Carlos
EL-1628,El Progreso,Holstein,99,454.0,sano,2024-12-08,Ana
SA-1629,Santa Lucia,Pardo Suizo,95,356.6,sano,2024-09-27,Luis
SA-1630,Santa Lucia,Criollo,80,250.5,sano,2024-11-06,Luis
SA-1631,San Miguel,Criollo,62,322.6,sano,2024-08-19,Ana
EL-1632,El Roble,Criollo,98,453.0,sano,2024-11-21,Marta
BU-1633,Buenos Aires,Gyr,39,284.4,sano,2024-07-31,Paola
LA-1634,La Esperanza,Normando,108,387.3,sano,2024-12-22,Luis
LA-1635,La Esperanza,Gyr,104,481.0,sano,2024-09-27,Marta
SA-1636,Santa Lucia,Pardo Suizo,28,467.2,tratamiento,2024-08-27,Paola
LA-1637,La Esperanza,Gyr,34,397.4,sano,2024-12-28,Carlos
SA-1638,Santa Lucia,Gyr,67,455.3,tratamiento,2024-10-12,Paola
LA-1639,La Pradera,Holstein,46,371.4,sano,2024-11-26,Marta
LA-1640,La Esperanza,Holstein,76,514.0,vacuna_pendiente,2024-07-18,Paola
LA-1641,La Esperanza,Criollo,74,573.8,vacuna_pendiente,2024-12-14,Jorge
LA-1642,La Esperanza,Jersey,55,328.8,sano,2024-07-24,Carlos
SA-1643,San Miguel,Pardo Suizo,16,422.5,sano,2024-09-30,Jorge
LA-1644,La Pradera,Normando,98,390.6,sano,2024-12-13,Ana
EL-1645,El Roble,Pardo Suizo,27,425.9,sano,2024-08-07,Ana
SA-1646,San Miguel,Holstein,60,210.4,vacuna_pendiente,2024-11-29,Jorge
BU-1647,Buenos Aires,Pardo Suizo,34,377.9,sano,2024-08-28,Paola
SA-1648,San Miguel,Normando,93,434.5,sano,2024-10-03,Luis
EL-1649,El Roble,Normando,49,483.8,sano,2024-11-01,Paola
LA-1650,La Pradera,Normando,106,359.7,sano,2024-09-19,Jorge
EL-1651,El Progreso,Gyr,76,250.6,observacion,2024-11-05,Ana
LA-1652,La Esperanza,Holstein,62,442.6,sano,2024-08-29,Luis
SA-1653,Santa Lucia,Holstein,16,531.6,observacion,2024-08-03,Ana
LA-1654,La Esperanza,Normando,82,413.9,sano,2024-09-08,Ana
EL-1655,El Roble,Criollo,114,467.9,observacion,2024-08-16,Ana
SA-1656,Santa Lucia,Holstein,114,527.3,sano,2024-12-04,Carlos
BU-1657,Buenos Aires,Normando,73,256.9,sano,2024-11-07,Luis
LA-1658,La Esperanza,Gyr,74,342.9,observacion,2024-09-10,Paola
SA-1659,San Miguel,Gyr,60,457.1,sano,2024-09-14,Paola
LO-1660,Los Guaduales,Criollo,8,564.9,sano,2024-08-25,Ana
LA-1661,La Esperanza,Gyr,64,480.9,observacion,2024-12-27,Ana
LA-1662,La Esperanza,Holstein,26,580.2,observacion,2024-08-09,Paola
EL-1663,El Progreso,Criollo,104,443.5,tratamiento,2024-09-20,Jorge
SA-1664,San Miguel,Normando,97,595.0,sano,2024-10-18,Ana
SA-1665,Santa Lucia,Pardo Suizo,65,438.5,sano,2024-09-12,Carlos
EL-1666,El Progreso,Pardo Suizo,18,499.5,vacuna_pendiente,2024-09-06,Jorge
SA-1667,Santa Lucia,Jersey,30,416.2,sano,2024-09-08,Carlos
EL-1668,El Roble,Criollo,7,295.1,vacuna_pendiente,2024-09-25,Paola
EL-1669,El Roble,Gyr,102,458.9,sano,2024-10-10,Luis
LO-1670,Los Guaduales,Jersey,20,205.3,observacion,2024-09-09,Carlos
EL-1671,El Roble,Holstein,22,360.5,sano,2024-11-22,Luis
SA-1672,Santa Lucia,Criollo,77,496.5,observacion,2024-08-31,Paola
BU-1673,Buenos Aires,Pardo Suizo,83,378.9,sano,2024-10-19,Carlos
EL-1674,El Progreso,Jersey,54,365.8,sano,2024-07-25,Jorge
EL-1675,El Progreso,Pardo Suizo,120,596.2,observacion,2024-10-05,Paola
LA-1676,La Esperanza,Pardo Suizo,30,533.0,sano,2024-09-12,Ana
BU-1677,Buenos Aires,Holstein,33,473.3,observacion,2024-08-19,Carlos
SA-1678,San Miguel,Criollo,92,311.2,sano,2024-08-05,Ana
SA-1679,Santa Lucia,Jersey,79,298.5,sano,2024-10-09,Marta
LA-1680,La Esperanza,Normando,38,456.4,vacuna_pendiente,2024-08-11,Jorge
LO-1681,Los Guaduales,Holstein,107,581.6,sano,2024-12-04,Marta
BU-1682,Buenos Aires,Pardo Suizo,39,428.4,sano,2024-12-06,Luis
LA-1683,La Esperanza,Gyr,25,306.9,observacion,2024-09-29,Carlos
SA-1684,San Miguel,Pardo Suizo,54,427.1,sano,2024-09-13,Luis
SA-1685,Santa Lucia,Criollo,53,489.5,tratamiento,2024-09-24,Paola
SA-1686,San Miguel,Gyr,21,408.0,sano,2024-12-14,Jorge
SA-1687,San Miguel,Holstein,35,442.5,sano,2024-08-25,Jorge
LA-1688,La Esperanza,Gyr,71,357.8,sano,2024-07-27,Carlos
LO-1689,Los Guaduales,Normando,27,468.4,observacion,2024-10-07,Jorge
SA-1690,Santa Lucia,Gyr,79,438.9,vacuna_pendiente,2024-09-09,Paola
LA-1691,La Pradera,Criollo,77,231.3,observacion,2024-09-20,Paola
EL-1692,El Roble,Pardo Suizo,29,262.3,observacion,2024-12-27,Marta
EL-1693,El Roble,Criollo,63,230.1,vacuna_pendiente,2024-12-17,Paola
BU-1694,Buenos Aires,Pardo Suizo,32,387.0,sano,2024-10-13,Jorge
SA-1695,San Miguel,Normando,87,439.9,sano,2024-09-05,Luis
EL-1696,El Progreso,Criollo,24,396.4,sano,2024-11-10,Luis
EL-1697,El Progreso,Pardo Suizo,108,495.0,observacion,2024-09-22,Ana
EL-1698,El Roble,Pardo Suizo,85,497.8,sano,2024-08-20,Carlos
SA-1699,Santa Lucia,Gyr,67,287.3,observacion,2024-09-10,Carlos
LA-1700,La Pradera,Jersey,69,508.4,sano,2024-10-16,Paola
SA-1701,San Miguel,Normando,110,511.3,sano,2024-10-29,Ana
SA-1702,San Miguel,Normando,117,319.2,sano,2024-11-04,Carlos
LA-1703,La Pradera,Pardo Suizo,45,404.9,sano,2024-08-19,Carlos
EL-1704,El Progreso,Normando,88,584.5,sano,2024-07-17,Luis
SA-1705,San Miguel,Gyr,101,316.7,sano,2024-12-20,Ana
SA-1706,Santa Lucia,Gyr,102,302.4,sano,2024-12-17,Jorge
BU-1707,Buenos Aires,Jersey,84,495.1,observacion,2024-08-17,Marta
LA-1708,La Pradera,Gyr,91,230.1,sano,2024-10-15,Jorge
SA-1709,San Miguel,Pardo Suizo,52,507.4,sano,2024-12-09,Ana
SA-1710,San Miguel,Holstein,51,396.3,sano,2024-12-03,Ana
LA-1711,La Pradera,Criollo,72,538.6,vacuna_pendiente,2024-10-29,Carlos
BU-1712,Buenos Aires,Normando,115,420.8,sano,2024-10-23,Paola
EL-1713,El Progreso,Gyr,102,388.9,observacion,2024-09-08,Carlos
EL-1714,El Roble,Jersey,60,493.7,sano,2024-09-26,Carlos
EL-1715,El Progreso,Jersey,84,329.8,sano,2024-10-16,Marta
BU-1716,Buenos Aires,Holstein,74,385.1,observacion,2024-11-28,Jorge
EL-1717,El Roble,Criollo,63,360.4,sano,2024-07-08,Marta
LA-1718,La Pradera,Normando,78,510.5,sano,2024-07-05,Marta
LA-1719,La Pradera,Pardo Suizo,32,416.6,sano,2024-10-17,Carlos
SA-1720,Santa Lucia,Holstein,90,446.2,tratamiento,2024-08-22,Carlos
EL-1721,El Progreso,Jersey,33,461.1,sano,2024-08-11,Paola
EL-1722,El Roble,Criollo,92,448.1,sano,2024-07-30,Ana
SA-1723,San Miguel,Pardo Suizo,112,381.4,sano,2024-09-20,Jorge
LO-1724,Los Guaduales,Pardo Suizo,41,359.4,sano,2024-10-14,Luis
SA-1725,San Miguel,Normando,44,436.0,sano,2024-11-06,Jorge
SA-1726,Santa Lucia,Normando,19,521.6,sano,2024-11-27,Carlos
SA-1727,San Miguel,Pardo Suizo,83,457.9,sano,2024-10-01,Jorge
SA-1728,Santa Lucia,Normando,9,486.4,sano,2024-09-07,Ana
LA-1729,La Pradera,Pardo Suizo,116,464.0,sano,2024-11-14,Luis
LA-1730,La Pradera,Criollo,76,445.6,observacion,2024-12-18,Ana
SA-1731,Santa Lucia,Gyr,53,424.9,tratamiento,2024-07-16,Jorge
LA-1732,La Esperanza,Pardo Suizo,7,552.5,sano,2024-12-16,Carlos
EL-1733,El Progreso,Gyr,80,349.5,sano,2024-09-08,Paola
BU-1734,Buenos Aires,Criollo,35,333.1,observacion,2024-08-01,Marta
EL-1735,El Roble,Holstein,20,457.9,sano,2024-08-07,Ana
LO-1736,Los Guaduales,Gyr,34,524.0,sano,2024-11-26,Marta
SA-1737,San Miguel,Holstein,67,528.5,observacion,2024-07-07,Carlos
EL-1738,El Roble,Criollo,89,448.6,sano,2024-11-20,Jorge
LA-1739,La Esperanza,Normando,23,485.3,sano,2024-07-05,Luis
LO-1740,Los Guaduales,Holstein,19,492.6,sano,2024-11-18,Jorge
BU-1741,Buenos Aires,Normando,48,483.7,sano,2024-11-19,Ana
LO-1742,Los Guaduales,Gyr,54,450.8,vacuna_pendiente,2024-08-18,Marta
EL-1743,El Roble,Holstein,25,343.6,sano,2024-10-20,Carlos
EL-1744,El Progreso,Normando,115,418.9,observacion,2024-08-05,Marta
SA-1745,San Miguel,Jersey,105,525.0,sano,2024-12-24,Carlos
BU-1746,Buenos Aires,Gyr,50,441.3,observacion,2024-12-14,Luis
BU-1747,Buenos Aires,Jersey,17,528.2,observacion,2024-11-29,Ana
EL-1748,El Roble,Gyr,75,399.9,sano,2024-09-18,Marta
EL-1749,El Roble,Normando,57,558.0,sano,2024-09-19,Paola
EL-1750,El Roble,Jersey,69,408.5,tratamiento,2024-10-16,Ana
EL-1751,El Progreso,Gyr,50,315.7,observacion,2024-11-01,Carlos
SA-1752,San Miguel,Gyr,74,350.8,sano,2024-11-06,Jorge
SA-1753,San Miguel,Gyr,71,433.3,vacuna_pendiente,2024-12-04,Paola
LA-1754,La Esperanza,Gyr,78,488.7,sano,2024-10-23,Carlos
SA-1755,San Miguel,Normando,49,364.6,sano,2024-12-16,Luis
SA-1756,San Miguel,Pardo Suizo,86,437.9,observacion,2024-07-18,Ana
LA-1757,La Pradera,Jersey,84,307.3,sano,2024-07-14,Paola
EL-1758,El Progreso,Normando,39,476.0,observacion,2024-07-25,Jorge
SA-1759,Santa Lucia,Jersey,89,486.4,sano,2024-10-07,Jorge
EL-1760,El Roble,Pardo Suizo,16,189.5,sano,2024-12-04,Jorge
SA-1761,Santa Lucia,Criollo,32,414.3,sano,2024-07-20,Marta
EL-1762,El Roble,Criollo,86,472.1,tratamiento,2024-12-19,Paola
