id_clima,fecha,zona,temperatura_promedio_c,lluvia_mm,humedad_relativa_pct,observacion_climatica
C-01718,2025-06-12,Occidente,17.9,4.7,54.4,nublado
C-01719,2025-09-01,Centro,23.5,2.9,82.0,nublado
C-01720,2025-02-26,Sur,33.9,19.9,97.3,tormenta
C-01721,2025-05-19,Sur,27.7,12.4,64.8,estable
C-01722,2025-07-06,Centro,26.3,0.9,55.4,sequía leve
C-01723,2025-08-19,Sur,29.7,10.2,48.1,sequía leve
C-01724,2025-03-30,Norte,18.8,9.4,68.6,sequía leve
C-01725,2025-02-02,Centro,20.4,0,52.6,soleado
C-01726,2025-10-11,Norte,32.8,0,91.7,estable
C-01727,2025-02-24,Occidente,31.8,44.4,95.5,lluvia
C-01728,2025-02-04,Norte,28.0,22.0,96.7,estable
C-01729,2025-12-01,Sur,19.4,0,68.6,estable
C-01730,2025-05-24,Norte,21.5,3.4,75.5,sequía leve
C-01731,2025-09-02,Oriente,20.1,13.3,81.6,nublado
C-01732,2025-09-28,Occidente,33.7,0,78.2,estable
C-01733,2025-12-16,Norte,26.4,6.6,77.8,lluvia
C-01734,2025-05-17,Oriente,31.7,14.9,65.9,nublado
C-01735,2025-12-24,Sur,19.6,16.8,93.7,lluvia
C-01736,2025-05-08,Centro,16.4,6.5,65.3,nublado
C-01737,2025-12-25,Sur,25.2,0.5,66.0,lluvia
C-01738,2025-07-16,Norte,24.0,50.2,69.8,nublado
C-01739,2025-10-02,Centro,21.4,5.3,58.1,tormenta
C-01740,2025-06-06,Norte,32.1,16.5,75.5,lluvia
C-01741,2025-12-16,Sur,21.9,0,88.5,soleado
C-01742,2025-12-25,Occidente,17.1,6.8,79.3,sequía leve
C-01743,2025-11-20,Norte,25.2,7.8,69.6,soleado
C-01744,2025-05-26,Centro,18.1,0,64.4,lluvia
C-01745,2025-01-11,Centro,16.3,14.7,90.7,estable
C-01746,2025-07-13,Sur,29.1,0,74.4,estable
C-01747,2025-10-07,Centro,30.0,0,55.9,nublado
C-01748,2025-06-07,Norte,34.5,0,51.2,tormenta
C-01749,2025-12-04,Oriente,33.8,0,65.7,tormenta
C-01750,2025-06-02,Oriente,27.3,9.1,72.5,sequía leve
C-01751,2025-10-02,Centro,34.9,0,63.1,soleado
C-01752,2025-03-26,Occidente,20.9,7.5,74.2,nublado
C-01753,2025-02-14,Sur,34.9,3.0,60.0,estable
C-01754,2025-10-12,Norte,29.1,14.9,79.3,lluvia
C-01755,2025-02-05,Oriente,21.8,3.3,94.9,tormenta
C-01756,2025-05-02,Oriente,33.8,9.3,90.2,soleado
C-01757,2025-10-07,Norte,24.2,9.2,64.1,lluvia
C-01758,2025-03-14,Oriente,33.7,68.0,95.7,nublado
C-01759,2025-09-03,Occidente,33.7,9.3,83.8,lluvia
C-01760,2025-01-20,Oriente,28.7,6.3,79.3,tormenta
C-01761,2025-03-23,Oriente,17.6,6.2,54.9,tormenta
C-01762,2025-06-06,Norte,29.8,1.8,50.2,estable
C-01763,2025-05-02,Occidente,18.7,13.2,65.8,nublado
C-01764,2025-03-26,Occidente,27.8,0,83.5,nublado
C-01765,2025-04-14,Sur,26.4,9.5,53.2,estable
C-01766,2025-12-11,Oriente,16.6,10.1,52.7,soleado
C-01767,2025-07-28,Sur,33.2,13.7,92.1,nublado
C-01768,2025-11-14,Centro,25.1,20.3,88.1,sequía leve
C-01769,2025-10-31,Occidente,17.9,5.5,45.8,soleado
C-01770,2025-10-12,Sur,33.8,11.7,92.8,soleado
C-01771,2025-08-27,Oriente,17.3,16.4,63.9,soleado
C-01772,2025-08-24,Occidente,34.1,13.7,66.9,nublado
C-01773,2025-06-10,Centro,27.6,4.8,50.4,tormenta
C-01774,2025-09-12,Oriente,19.1,11.7,77.3,estable
C-01775,2025-11-21,Occidente,23.7,15.2,65.8,sequía leve
C-01776,2025-07-02,Sur,33.0,9.6,53.5,soleado
C-01777,2025-04-26,Centro,23.0,5.9,86.2,nublado
C-01778,2025-07-22,Sur,25.1,4.4,56.4,tormenta
C-01779,2025-12-28,Centro,19.5,1.1,56.9,soleado
C-01780,2025-04-02,Oriente,24.2,9.9,84.5,soleado
C-01781,2025-07-04,Oriente,18.8,9.0,67.1,nublado
C-01782,2025-07-25,Sur,33.0,5.5,91.3,nublado
C-01783,2025-08-15,Centro,29.0,1.5,96.9,tormenta
C-01784,2025-04-23,Norte,16.9,5.9,88.3,sequía leve
C-01785,2025-09-01,Sur,18.0,4.3,45.6,sequía leve
C-01786,2025-09-05,Occidente,16.3,0,60.0,sequía leve
C-01787,2025-05-18,Centro,29.0,19.9,73.5,nublado
C-01788,2025-06-14,Norte,29.9,14.4,82.7,estable
C-01789,2025-03-25,Sur,34.0,0,97.1,tormenta
C-01790,2025-04-24,Centro,17.8,4.6,70.8,estable
C-01791,2025-03-26,Sur,27.3,3.6,51.1,nublado
C-01792,2025-10-17,Centro,25.9,0.1,61.1,soleado
C-01793,2025-01-08,Centro,17.6,10.6,47.3,nublado
C-01794,2025-09-19,Occidente,26.3,15.1,54.7,lluvia
C-01795,2025-10-06,Centro,25.5,9.2,90.8,nublado
C-01796,2025-11-23,Sur,16.8,73.8,96.1,nublado
C-01797,2025-12-26,Sur,31.9,0.9,65.7,estable
C-01798,2025-08-11,Occidente,33.0,3.9,93.5,tormenta
C-01799,2025-09-04,Oriente,23.6,3.8,96.2,sequía leve
C-01800,2025-09-09,Oriente,31.8,5.5,65.2,soleado
C-01801,2025-07-12,Centro,26.4,0,78.8,nublado
C-01802,2025-07-17,Sur,24.6,0,58.0,tormenta
C-01803,2025-08-01,Norte,22.4,20.6,88.7,tormenta
C-01804,2025-10-21,Sur,29.8,0,48.3,nublado
C-01805,2025-10-10,Norte,28.8,10.9,52.9,lluvia
C-01806,2025-02-03,Oriente,16.2,10.2,85.5,tormenta
C-01807,2025-10-18,Sur,31.4,12.7,76.5,sequía leve
C-01808,2025-07-25,Norte,18.5,0,73.8,lluvia
C-01809,2025-11-27,Sur,23.8,5.6,97.5,sequía leve
C-01810,2025-02-25,Centro,18.6,4.4,67.2,soleado
C-01811,2025-04-28,Oriente,16.3,9.6,84.6,lluvia
C-01812,2025-01-23,Sur,18.7,1.9,70.7,lluvia
C-01813,2025-02-21,Occidente,27.7,2.1,58.2,tormenta
C-01814,2025-02-22,Oriente,28.1,13.6,59.3,soleado
C-01815,2025-02-12,Centro,33.6,8.1,46.0,lluvia
C-01816,2025-11-17,Norte,18.2,4.8,58.0,nublado
C-01817,2025-08-25,Norte,24.7,3.9,55.8,soleado
C-01818,2025-04-23,Occidente,20.2,15.9,85.7,tormenta
C-01819,2025-09-19,Norte,33.5,10.8,70.9,estable
C-01820,2025-06-27,Occidente,26.7,7.9,45.9,tormenta
C-01821,2025-01-03,Sur,25.1,8.6,75.3,estable
C-01822,2025-05-18,Occidente,19.1,0,51.4,estable
C-01823,2025-09-01,Sur,17.2,5.4,49.4,estable
C-01824,2025-05-08,Sur,25.3,7.7,76.8,estable
C-01825,2025-05-14,Sur,29.5,8.5,89.7,nublado
C-01826,2025-06-03,Norte,32.1,11.3,90.0,tormenta
C-01827,2025-04-08,Norte,18.1,5.9,68.8,estable
C-01828,2025-01-18,Centro,24.3,11.7,73.9,sequía leve
C-01829,2025-07-13,Centro,32.1,59.8,53.1,estable
C-01830,2025-08-03,Norte,34.6,67.2,62.7,nublado
C-01831,2025-01-04,Sur,18.0,8.9,93.2,sequía leve
C-01832,2025-11-20,Sur,24.1,9.8,75.4,lluvia
C-01833,2025-05-15,Occidente,28.4,0,80.3,estable
C-01834,2025-06-05,Oriente,32.0,17.6,67.3,tormenta
C-01835,2025-10-25,Norte,24.0,8.3,69.2,sequía leve
C-01836,2025-04-01,Norte,22.2,4.3,91.9,lluvia
C-01837,2025-11-01,Norte,19.5,2.5,75.1,sequía leve
C-01838,2025-03-01,Sur,32.2,11.8,89.3,nublado
C-01839,2025-07-02,Centro,30.3,3.3,90.1,tormenta
C-01840,2025-07-16,Occidente,33.3,3.8,52.3,estable
C-01841,2025-12-31,Occidente,34.8,1.7,81.9,tormenta
C-01842,2025-02-06,Occidente,24.9,14.9,72.3,sequía leve
C-01843,2025-07-06,Centro,27.9,11.3,71.1,tormenta
C-01844,2025-04-30,Occidente,33.4,15.7,64.7,soleado
C-01845,2025-06-08,Oriente,17.2,5.4,79.1,sequía leve
C-01846,2025-08-17,Sur,33.7,7.1,93.1,nublado
C-01847,2025-05-12,Centro,19.8,1.9,81.3,nublado
C-01848,2025-02-20,Centro,19.9,0,87.9,sequía leve
C-01849,2025-09-15,Centro,27.4,23.2,70.3,lluvia
C-01850,2025-12-19,Oriente,26.8,11.2,50.5,nublado
C-01851,2025-06-21,Oriente,21.3,0,89.0,lluvia
C-01852,2025-05-30,Sur,26.1,0,90.2,soleado
C-01853,2025-05-14,Centro,32.8,7.4,60.7,tormenta
C-01854,2025-07-01,Oriente,21.5,9.9,48.9,soleado
C-01855,2025-04-05,Oriente,31.7,11.0,87.4,soleado
C-01856,2025-12-25,Norte,24.8,0,49.7,sequía leve
C-01857,2025-04-15,Occidente,18.0,3.2,60.7,nublado
C-01858,2025-07-28,Sur,28.9,13.8,55.6,sequía leve
C-01859,2025-01-29,Norte,29.6,48.1,51.2,nublado
C-01860,2025-11-28,Occidente,28.8,17.6,47.7,estable
C-01861,2025-09-18,Sur,26.1,9.1,63.6,nublado
C-01862,2025-11-20,Sur,24.1,5.6,61.5,soleado
C-01863,2025-10-29,Centro,24.2,0,92.8,soleado
C-01864,2025-03-01,Norte,25.0,10.3,97.3,sequía leve
C-01865,2025-05-23,Sur,29.2,29.1,92.2,lluvia
C-01866,2025-10-08,Norte,20.0,14.8,64.0,soleado
C-01867,2025-12-11,Centro,20.2,5.6,89.3,tormenta
C-01868,2025-08-11,Occidente,24.3,15.0,48.0,tormenta
C-01869,2025-09-08,Occidente,16.0,12.0,58.7,tormenta
C-01870,2025-05-07,Occidente,19.4,35.2,51.6,lluvia
C-01871,2025-02-28,Occidente,31.9,0,65.1,sequía leve
C-01872,2025-05-07,Centro,26.5,4.2,80.3,lluvia
C-01873,2025-08-27,Centro,24.6,0,73.3,estable
C-01874,2025-06-01,Norte,17.6,0.1,75.5,lluvia
C-01875,2025-02-26,Occidente,30.4,15.8,69.5,tormenta
C-01876,2025-02-02,Centro,22.4,5.5,79.7,lluvia
C-01877,2025-10-15,Oriente,22.6,0,71.2,sequía leve
C-01878,2025-04-20,Sur,22.3,0.4,56.6,nublado
C-01879,2025-09-02,Sur,18.2,0,79.4,soleado
C-01880,2025-05-29,Sur,18.1,10.7,93.4,soleado
C-01881,2025-07-26,Norte,30.1,11.5,74.4,lluvia
C-01882,2025-09-07,Sur,34.7,0,63.9,estable
C-01883,2025-06-02,Oriente,30.4,0,85.6,lluvia
C-01884,2025-02-06,Occidente,24.1,8.3,91.9,soleado
C-01885,2025-09-29,Occidente,18.6,11.8,96.0,estable
C-01886,2025-10-09,Norte,19.9,14.2,80.4,estable
C-01887,2025-09-16,Norte,23.6,11.9,70.5,sequía leve
C-01888,2025-03-21,Centro,21.7,13.7,97.0,soleado
C-01889,2025-01-06,Norte,30.5,9.4,49.4,estable
C-01890,2025-04-07,Occidente,29.7,6.6,80.2,nublado
C-01891,2025-12-19,Occidente,34.9,16.1,63.0,estable
C-01892,2025-01-10,Occidente,16.1,7.7,80.8,tormenta
C-01893,2025-05-09,Oriente,16.6,7.1,58.7,estable
C-01894,2025-04-14,Sur,26.4,0,92.1,nublado
C-01895,2025-11-04,Norte,28.2,0,56.0,estable
C-01896,2025-07-22,Oriente,32.4,0,95.8,sequía leve
C-01897,2025-04-03,Norte,33.5,2.2,90.9,soleado
C-01898,2025-07-05,Oriente,16.7,25.0,90.1,soleado
C-01899,2025-08-03,Occidente,23.2,3.2,45.0,lluvia
C-01900,2025-07-27,Occidente,19.9,0,59.9,nublado
C-01901,2025-10-05,Centro,19.1,16.2,86.7,sequía leve
C-01902,2025-02-27,Centro,26.8,2.6,76.5,sequía leve
C-01903,2025-02-01,Sur,20.0,13.7,47.0,nublado
C-01904,2025-01-27,Centro,22.0,0,52.1,sequía leve
C-01905,2025-02-21,Sur,21.3,0,62.8,tormenta
C-01906,2025-04-06,Centro,30.7,9.7,54.7,estable
C-01907,2025-03-24,Sur,20.7,4.9,52.6,nublado
C-01908,2025-03-07,Oriente,29.2,0,48.9,soleado
C-01909,2025-05-10,Occidente,26.4,35.6,69.0,nublado
C-01910,2025-06-27,Norte,30.4,13.2,77.1,soleado
C-01911,2025-11-21,Sur,28.1,0,81.2,soleado
C-01912,2025-03-31,Occidente,29.7,0.9,80.7,estable
C-01913,2025-05-29,Oriente,31.2,8.4,48.1,tormenta
C-01914,2025-05-10,Sur,21.8,0,81.7,lluvia
C-01915,2025-03-11,Norte,33.4,0,86.4,tormenta
C-01916,2025-05-09,Centro,30.7,3.3,70.4,soleado
C-01917,2025-11-07,Occidente,19.3,3.9,50.3,soleado
C-01918,2025-09-12,Centro,29.8,14.1,60.6,sequía leve
C-01919,2025-08-01,Occidente,20.8,9.3,97.1,tormenta
C-01920,2025-07-29,Sur,20.3,9.7,52.9,tormenta
C-01921,2025-08-10,Oriente,25.4,6.6,74.0,lluvia
C-01922,2025-12-19,Oriente,27.3,0,66.3,estable
C-01923,2025-07-21,Oriente,19.3,11.1,52.0,sequía leve
C-01924,2025-03-29,Norte,25.8,0,97.6,tormenta
C-01925,2025-06-25,Norte,20.2,15.6,46.3,soleado
C-01926,2025-12-12,Centro,26.0,8.3,47.0,nublado
C-01927,2025-08-19,Occidente,32.7,14.2,85.5,lluvia
C-01928,2025-01-14,Sur,28.8,9.2,96.9,estable
C-01929,2025-04-29,Occidente,24.5,3.0,54.4,sequía leve
C-01930,2025-04-10,Occidente,27.9,17.3,81.3,tormenta
C-01931,2025-06-15,Norte,17.1,8.9,76.1,sequía leve
C-01932,2025-10-25,Norte,16.4,4.5,75.1,estable
C-01933,2025-02-16,Oriente,19.0,2.1,92.3,nublado
C-01934,2025-06-01,Norte,17.8,0,80.8,tormenta
C-01935,2025-07-05,Oriente,26.5,0,90.7,nublado
C-01936,2025-06-06,Norte,21.5,4.4,45.6,lluvia
C-01937,2025-03-12,Norte,21.3,8.7,55.3,lluvia
C-01938,2025-11-05,Sur,23.4,2.6,86.9,nublado
C-01939,2025-06-20,Sur,27.2,4.9,84.9,sequía leve
C-01940,2025-12-14,Sur,27.3,10.5,81.6,estable
C-01941,2025-10-26,Centro,19.4,3.3,63.1,nublado
C-01942,2025-01-17,Oriente,19.9,0,92.8,lluvia
C-01943,2025-11-12,Norte,24.9,17.2,47.4,tormenta
C-01944,2025-05-23,Sur,21.3,0,84.0,soleado
C-01945,2025-11-01,Oriente,28.2,16.1,57.0,tormenta
C-01946,2025-09-22,Oriente,32.1,0.3,82.5,nublado
C-01947,2025-09-13,Occidente,33.9,12.6,73.8,soleado
C-01948,2025-09-29,Sur,31.7,3.3,63.1,tormenta
C-01949,2025-11-26,Oriente,33.9,10.1,93.9,tormenta
C-01950,2025-11-03,Occidente,25.0,10.5,73.4,lluvia
C-01951,2025-03-18,Centro,34.9,58.4,62.8,lluvia
C-01952,2025-06-22,Oriente,20.8,4.6,59.1,sequía leve
C-01953,2025-07-15,Centro,25.0,6.9,76.9,lluvia
C-01954,2025-09-25,Sur,23.3,0,48.0,sequía leve
C-01955,2025-06-19,Occidente,34.9,17.5,94.0,nublado
C-01956,2025-02-01,Oriente,26.5,1.8,54.8,nublado
C-01957,2025-05-14,Oriente,31.4,0.5,55.3,estable
C-01958,2025-11-27,Sur,16.2,9.1,62.5,estable
C-01959,2025-06-14,Norte,34.9,14.2,96.4,estable
C-01960,2025-06-04,Occidente,33.9,6.5,89.8,lluvia
C-01961,2025-08-31,Norte,33.3,10.7,46.9,estable
C-01962,2025-12-19,Centro,34.6,14.8,75.1,estable
C-01963,2025-02-20,Norte,31.6,3.0,69.3,lluvia
C-01964,2025-06-08,Occidente,25.0,15.7,91.7,nublado
C-01965,2025-12-10,Sur,31.7,2.5,82.5,estable
C-01966,2025-04-19,Oriente,16.2,0,82.0,estable
C-01967,2025-11-09,Oriente,26.4,0,49.1,nublado
C-01968,2025-08-28,Sur,31.3,10.8,70.8,estable
C-01969,2025-01-21,Norte,25.8,3.7,91.1,sequía leve
C-01970,2025-10-09,Centro,30.9,12.2,75.4,tormenta
C-01971,2025-11-09,Centro,24.7,0.9,75.9,soleado
C-01972,2025-06-15,Sur,30.1,0,92.1,estable
C-01973,2025-09-27,Norte,24.0,12.1,47.0,soleado
C-01974,2025-10-17,Sur,34.9,4.6,90.5,lluvia
C-01975,2025-10-08,Norte,33.8,0,78.1,sequía leve
C-01976,2025-05-15,Occidente,22.0,6.5,79.6,soleado
C-01977,2025-10-20,Occidente,23.3,10.4,83.8,sequía leve
C-01978,2025-09-21,Oriente,32.1,1.3,49.0,estable
C-01979,2025-11-29,Norte,31.5,0,77.5,soleado
C-01980,2025-01-14,Norte,22.6,0,50.3,sequía leve
C-01981,2025-10-06,Oriente,23.7,5.8,87.4,sequía leve
C-01982,2025-11-20,Sur,23.0,0,80.9,soleado
C-01983,2025-12-18,Norte,20.6,4.2,72.6,sequía leve
C-01984,2025-05-24,Oriente,29.9,8.4,95.8,nublado
C-01985,2025-05-06,Occidente,30.5,1.6,59.5,tormenta
C-01986,2025-04-30,Centro,22.3,0.5,90.0,estable
C-01987,2025-06-29,Sur,23.2,1.6,61.4,soleado
C-01988,2025-03-11,Norte,27.8,0,83.5,soleado
C-01989,2025-08-21,Oriente,18.3,14.0,52.0,estable
C-01990,2025-11-16,Norte,26.7,9.8,95.5,tormenta
C-01991,2025-08-07,Sur,17.6,8.8,64.2,soleado
C-01992,2025-07-14,Occidente,18.9,0,68.5,estable
C-01993,2025-04-06,Sur,34.7,0,79.9,sequía leve
C-01994,2025-05-04,Occidente,26.0,8.6,93.5,estable
C-01995,2025-02-18,Centro,30.9,8.9,49.9,lluvia
C-01996,2025-09-06,Sur,20.8,11.6,54.9,lluvia
C-01997,2025-03-21,Centro,29.5,11.7,91.8,lluvia
C-01998,2025-02-22,Oriente,33.6,8.7,54.1,tormenta
C-01999,2025-07-22,Sur,19.4,15.5,89.0,estable
C-02000,2025-04-09,Occidente,28.0,6.1,97.8,estable
C-02001,2025-10-17,Sur,21.9,10.7,69.0,estable
C-02002,2025-09-23,Norte,19.4,22.0,89.9,nublado
C-02003,2025-10-07,Centro,20.1,0,91.7,tormenta
C-02004,2025-08-18,Centro,29.3,6.7,86.6,lluvia
C-02005,2025-11-03,Norte,22.9,0.9,73.4,lluvia
C-02006,2025-01-24,Occidente,20.4,0,74.3,sequía leve
C-02007,2025-07-18,Oriente,16.7,4.1,85.2,lluvia
C-02008,2025-12-10,Norte,21.7,0,90.7,sequía leve
C-02009,2025-05-24,Sur,31.9,8.9,62.7,sequía leve
C-02010,2025-10-04,Norte,21.4,1.9,52.6,tormenta
C-02011,2025-06-10,Centro,29.3,25.5,50.9,estable
C-02012,2025-05-21,Oriente,20.6,42.5,76.8,soleado
C-02013,2025-12-23,Sur,27.1,5.7,75.2,tormenta
C-02014,2025-03-24,Occidente,34.1,0,79.3,soleado
C-02015,2025-11-18,Sur,17.2,5.4,64.2,lluvia
C-02016,2025-04-23,Centro,19.5,3.3,71.4,tormenta
C-02017,2025-08-18,Norte,21.7,21.4,97.2,soleado
C-02018,2025-04-01,Occidente,27.2,6.1,63.2,tormenta
C-02019,2025-01-29,Oriente,18.7,4.9,74.6,lluvia
C-02020,2025-09-18,Occidente,29.8,3.9,78.9,estable
C-02021,2025-02-13,Sur,22.9,3.2,57.3,lluvia
C-02022,2025-07-10,Centro,20.3,16.2,56.3,lluvia
C-02023,2025-11-18,Sur,19.8,11.0,54.1,estable
C-02024,2025-05-11,Norte,34.5,0,49.1,nublado
C-02025,2025-12-13,Centro,20.6,0,59.9,estable
C-02026,2025-11-01,Norte,33.6,72.0,79.1,nublado
C-02027,2025-01-21,Norte,29.9,0.5,97.8,soleado
C-02028,2025-10-24,Oriente,18.9,0,88.0,nublado
C-02029,2025-12-08,Oriente,24.2,0,56.2,nublado
C-02030,2025-02-21,Sur,17.1,7.5,88.2,nublado
C-02031,2025-03-30,Sur,27.5,0,91.4,soleado
C-02032,2025-06-09,Oriente,26.0,14.9,64.5,soleado
C-02033,2025-11-11,Oriente,29.1,21.0,51.3,estable
C-02034,2025-01-15,Centro,31.7,0,58.1,tormenta
C-02035,2025-07-05,Oriente,20.8,9.9,58.8,nublado
C-02036,2025-06-30,Sur,16.1,12.1,90.3,tormenta
C-02037,2025-12-03,Norte,34.4,13.4,87.6,nublado
C-02038,2025-07-11,Norte,20.8,11.2,59.9,estable
C-02039,2025-08-19,Centro,20.6,5.8,53.6,lluvia
C-02040,2025-07-04,Occidente,25.7,0,56.6,lluvia
C-02041,2025-10-27,Sur,27.3,3.5,88.8,estable
C-02042,2025-08-01,Oriente,22.7,0,85.1,soleado
C-02043,2025-07-05,Centro,20.2,6.9,93.1,lluvia
C-02044,2025-11-12,Sur,27.5,13.0,64.0,nublado
C-02045,2025-01-28,Oriente,19.3,0,52.5,soleado
C-02046,2025-02-02,Occidente,30.0,0,72.2,sequía leve
C-02047,2025-01-24,Occidente,24.3,15.7,66.8,tormenta
C-02048,2025-12-19,Occidente,18.9,0,84.7,estable
C-02049,2025-07-15,Occidente,24.8,13.4,70.1,lluvia
C-02050,2025-08-19,Norte,22.6,0,60.7,lluvia
C-02051,2025-10-04,Sur,16.7,13.7,74.0,nublado
C-02052,2025-11-04,Centro,18.8,5.2,68.0,estable
C-02053,2025-06-15,Occidente,26.1,1.7,58.6,tormenta
C-02054,2025-06-27,Centro,32.2,0,96.9,tormenta
C-02055,2025-04-06,Sur,21.5,9.6,68.9,estable
C-02056,2025-03-12,Centro,19.1,8.6,92.9,estable
C-02057,2025-09-02,Occidente,25.0,0,53.4,soleado
C-02058,2025-11-28,Centro,34.3,7.6,71.3,estable
C-02059,2025-02-11,Oriente,20.3,18.1,59.4,soleado
C-02060,2025-01-24,Norte,26.2,7.3,47.2,lluvia
C-02061,2025-11-06,Oriente,28.8,5.5,62.1,soleado
C-02062,2025-10-16,Oriente,27.0,17.0,75.6,sequía leve
C-02063,2025-12-05,Norte,16.2,0,80.6,tormenta
C-02064,2025-11-09,Oriente,16.9,10.1,89.4,lluvia
C-02065,2025-09-15,Sur,16.5,6.0,81.8,lluvia
C-02066,2025-10-18,Centro,24.4,6.7,84.6,nublado
C-02067,2025-10-20,Oriente,16.3,0.4,84.1,tormenta
C-02068,2025-06-07,Occidente,31.0,18.1,74.6,soleado
C-02069,2025-10-15,Centro,27.1,0,57.9,lluvia
C-02070,2025-06-20,Norte,28.6,6.4,50.3,estable
C-02071,2025-12-07,Centro,28.0,2.0,92.6,nublado
C-02072,2025-01-11,Sur,18.0,0,65.3,tormenta
C-02073,2025-11-01,Norte,23.4,0,90.9,sequía leve
C-02074,2025-09-01,Norte,24.2,0,50.3,estable
C-02075,2025-09-15,Centro,29.4,15.7,77.7,nublado
C-02076,2025-09-06,Occidente,32.0,67.9,90.7,soleado
C-02077,2025-04-05,Norte,31.1,0,93.5,estable
C-02078,2025-01-19,Sur,30.4,50.8,47.1,nublado
C-02079,2025-06-27,Oriente,22.9,0,67.7,nublado
C-02080,2025-11-09,Norte,24.6,2.9,85.7,lluvia
C-02081,2025-06-14,Oriente,24.7,8.3,70.2,tormenta
C-02082,2025-04-30,Sur,24.0,0.8,65.1,sequía leve
C-02083,2025-11-23,Centro,19.1,10.7,45.8,tormenta
C-02084,2025-08-26,Oriente,17.0,13.5,64.8,estable
C-02085,2025-12-04,Oriente,23.5,0,47.2,tormenta
C-02086,2025-01-13,Centro,28.3,9.6,77.7,soleado
C-02087,2025-08-02,Occidente,21.5,9.5,50.7,nublado
C-02088,2025-10-08,Oriente,33.9,0,52.3,soleado
C-02089,2025-03-23,Centro,18.7,0,75.5,lluvia
C-02090,2025-03-19,Centro,27.2,6.6,97.7,sequía leve
C-02091,2025-12-30,Norte,27.6,0,52.0,tormenta
C-02092,2025-10-21,Centro,19.8,8.4,96.2,tormenta
C-02093,2025-09-11,Centro,24.5,32.5,48.1,sequía leve
C-02094,2025-02-19,Sur,17.7,5.7,68.1,sequía leve
C-02095,2025-03-24,Centro,22.1,5.0,70.9,lluvia
C-02096,2025-09-16,Sur,24.4,11.5,85.4,sequía leve
C-02097,2025-09-25,Norte,19.0,10.7,76.1,nublado
C-02098,2025-02-04,Oriente,31.1,0,70.7,tormenta
C-02099,2025-01-16,Sur,22.2,9.1,67.4,estable
C-02100,2025-02-01,Norte,19.0,2.2,49.7,lluvia
C-02101,2025-08-20,Norte,30.4,0,65.7,lluvia
C-02102,2025-07-29,Occidente,26.2,12.8,81.0,soleado
C-02103,2025-08-26,Oriente,27.7,6.5,67.0,tormenta
C-02104,2025-07-20,Occidente,16.4,18.4,55.7,tormenta
C-02105,2025-02-07,Oriente,18.8,5.0,55.7,tormenta
C-02106,2025-11-05,Centro,23.6,9.2,61.5,sequía leve
C-02107,2025-02-28,Occidente,26.5,0,63.5,sequía leve
C-02108,2025-07-07,Centro,27.6,8.2,57.1,lluvia
C-02109,2025-01-26,Occidente,28.2,56.6,89.0,estable
C-02110,2025-03-14,Occidente,18.0,6.5,49.8,nublado
C-02111,2025-05-17,Norte,29.7,6.5,77.9,nublado
C-02112,2025-03-23,Occidente,23.5,0,97.6,tormenta
C-02113,2025-07-28,Norte,21.5,0,88.0,lluvia
C-02114,2025-10-21,Sur,19.6,16.4,64.8,estable
C-02115,2025-09-02,Centro,32.7,1.5,49.3,soleado
C-02116,2025-01-09,Centro,27.5,2.5,64.3,nublado
C-02117,2025-01-03,Oriente,27.8,0,58.2,nublado
C-02118,2025-11-18,Oriente,23.6,0,62.6,tormenta
C-02119,2025-11-23,Norte,21.0,0,84.7,tormenta
C-02120,2025-11-05,Occidente,34.1,0,61.3,lluvia
C-02121,2025-02-28,Oriente,16.1,0,61.2,lluvia
C-02122,2025-05-20,Oriente,19.1,1.3,70.0,sequía leve
C-02123,2025-04-11,Oriente,24.5,18.9,62.6,tormenta
C-02124,2025-11-25,Norte,29.7,0,55.7,estable
C-02125,2025-07-18,Sur,33.5,0.8,60.4,lluvia
C-02126,2025-06-12,Sur,21.1,4.8,95.2,lluvia
C-02127,2025-02-05,Norte,19.8,14.2,88.9,tormenta
C-02128,2025-11-05,Sur,32.9,0,97.6,nublado
C-02129,2025-12-05,Sur,29.0,10.3,58.6,tormenta
C-02130,2025-01-17,Sur,17.0,0,81.9,sequía leve
C-02131,2025-07-13,Oriente,26.7,6.3,77.2,soleado
C-02132,2025-02-23,Occidente,23.8,1.5,52.6,soleado
C-02133,2025-07-13,Oriente,30.4,13.0,57.9,tormenta
C-02134,2025-06-07,Occidente,23.5,7.7,74.1,nublado
C-02135,2025-02-23,Centro,23.6,0,50.0,estable
C-02136,2025-03-09,Occidente,19.0,0,55.2,tormenta
C-02137,2025-07-12,Norte,21.9,41.3,83.0,sequía leve
C-02138,2025-04-26,Oriente,24.2,1.0,91.8,sequía leve
C-02139,2025-02-18,Norte,24.9,2.6,67.5,soleado
C-02140,2025-03-09,Sur,24.4,6.5,79.7,estable
C-02141,2025-06-10,Sur,28.8,0,66.5,soleado
C-02142,2025-05-28,Centro,19.5,0,45.3,sequía leve
C-02143,2025-05-10,Sur,18.6,16.7,65.4,estable
C-02144,2025-01-05,Occidente,23.5,13.2,59.5,lluvia
C-02145,2025-07-03,Sur,28.2,5.8,67.5,soleado
C-02146,2025-04-24,Norte,19.4,17.0,74.5,sequía leve
C-02147,2025-10-14,Norte,34.9,11.5,77.3,lluvia
C-02148,2025-02-17,Norte,28.0,0.7,62.5,nublado
