id_registro,fecha,finca,codigo_animal,turno,litros,temperatura_c,observacion,tecnico
L-00297,2025-01-22,La Pradera,EL-1383,manana,13.37,22.5,normal,Ana
L-00298,2025-06-03,Buenos Aires,LA-0982,manana,11.85,24.0,dato estimado,Jorge
L-00299,2025-05-19,La Esperanza,SA-2378,manana,12.65,31.3,animal en control,Jorge
L-00300,2025-03-25,El Roble,LA-0159,tarde,4.95,25.8,sin novedad,Luis
L-00301,2025-08-09,La Pradera,LA-1358,tarde,15.17,28.9,sin novedad,Ana
L-00302,2025-04-08,Santa Lucia,LO-0876,manana,5.99,28.5,normal,Carlos
L-00303,2025-08-14,La Pradera,LA-2077,tarde,14.9,17.4,animal en control,Paola
L-00304,2025-07-31,La Esperanza,SA-0633,manana,12.54,33.6,baja alimentacion,Jorge
L-00305,2025-01-14,La Pradera,EL-2011,manana,11.38,32.1,revisar vacuna,Paola
L-00306,2025-06-14,La Pradera,SA-2137,manana,8.99,18.4,baja alimentacion,Paola
L-00307,2025-07-25,La Pradera,EL-2444,tarde,13.31,26.9,dato estimado,Luis
L-00308,2025-08-22,Santa Lucia,EL-0347,tarde,10.35,26.4,sin novedad,Jorge
L-00309,2025-07-02,La Pradera,LA-2036,tarde,11.73,30.1,baja alimentacion,Paola
L-00310,2025-06-08,San Miguel,SA-0800,tarde,12.4,21.9,sin novedad,Ana
L-00311,2025-05-01,San Miguel,EL-1488,manana,10.45,28.3,normal,Paola
L-00312,2025-10-19,El Progreso,SA-0705,tarde,7.62,31.3,revisar vacuna,Ana
L-00313,2025-11-06,San Miguel,EL-0684,tarde,7.95,34.0,sin novedad,Carlos
L-00314,2025-10-07,Los Guaduales,EL-1437,tarde,16.9,22.6,normal,Jorge
L-00315,2025-10-11,La Esperanza,LO-0171,manana,7.83,26.4,dato estimado,Carlos
L-00316,2025-08-15,Santa Lucia,LA-1853,tarde,13.44,30.7,animal en control,Carlos
L-00317,2025-12-10,El Roble,EL-2065,tarde,15.64,28.5,baja alimentacion,Carlos
L-00318,2025-03-06,San Miguel,LA-2396,tarde,8.37,21.0,revisar vacuna,Marta
L-00319,2025-09-28,Los Guaduales,LO-0318,manana,8.78,24.1,dato estimado,Carlos
L-00320,2025-01-03,La Esperanza,BU-2401,tarde,8.39,33.0,baja alimentacion,Luis
L-00321,2025-10-23,San Miguel,LA-0298,manana,12.0,22.2,baja alimentacion,Paola
L-00322,2025-04-17,Buenos Aires,LO-0526,tarde,12.6,17.0,sin novedad,Ana
L-00323,2025-05-11,Los Guaduales,EL-1819,manana,10.41,31.3,animal en control,Paola
L-00324,2025-04-09,La Esperanza,LO-0156,tarde,11.52,22.3,normal,Jorge
L-00325,2025-09-17,San Miguel,EL-0200,tarde,9.0,31.9,lluvia fuerte,Jorge
L-00326,2025-05-05,El Roble,EL-2299,tarde,12.12,26.6,revisar vacuna,Ana
L-00327,2025-09-15,Santa Lucia,BU-1780,tarde,14.45,26.3,normal,Marta
L-00328,2025-02-21,San Miguel,SA-2035,manana,9.42,19.9,revisar vacuna,Marta
L-00329,2025-09-16,Santa Lucia,LA-2418,tarde,6.99,20.6,dato estimado,Marta
L-00330,2025-10-18,El Progreso,LO-0735,manana,13.12,32.2,animal en control,Jorge
L-00331,2025-10-02,El Roble,LA-1140,manana,14.16,18.7,sin novedad,Jorge
L-00332,2025-07-13,El Roble,SA-1392,manana,10.71,31.4,sin novedad,Carlos
L-00333,2025-01-03,Los Guaduales,LO-1607,tarde,16.72,30.3,normal,Jorge
L-00334,2025-05-29,La Pradera,SA-1549,manana,9.27,32.7,revisar vacuna,Carlos
L-00335,2025-06-16,Santa Lucia,LA-2036,manana,11.71,18.9,lluvia fuerte,Paola
L-00336,2025-01-25,Santa Lucia,BU-0442,tarde,12.4,18.8,dato estimado,Ana
L-00337,2025-07-13,Santa Lucia,EL-1130,manana,17.73,21.3,sin novedad,Luis
L-00338,2025-06-18,San Miguel,LO-0160,manana,9.46,17.8,revisar vacuna,Jorge
L-00339,2025-01-06,La Pradera,SA-0877,tarde,14.17,32.0,dato estimado,Ana
L-00340,2025-11-16,Santa Lucia,SA-1626,manana,5.33,33.6,revisar vacuna,Jorge
L-00341,2025-07-31,Los Guaduales,LO-0469,manana,11.52,21.9,baja alimentacion,Carlos
L-00342,2025-11-23,El Roble,SA-1638,manana,12.26,27.3,sin novedad,Jorge
L-00343,2025-05-08,La Pradera,LA-0016,manana,13.63,23.0,sin novedad,Jorge
L-00344,2025-06-23,La Pradera,LA-2077,tarde,18.25,17.8,dato estimado,Jorge
L-00345,2025-07-10,Buenos Aires,EL-0638,tarde,11.0,30.7,dato estimado,Marta
L-00346,2025-05-08,El Roble,EL-1674,manana,15.11,32.8,normal,Ana
L-00347,2025-07-03,Santa Lucia,EL-0664,manana,4.72,30.0,sin novedad,Carlos
L-00348,2025-08-18,San Miguel,BU-1778,manana,11.15,19.7,dato estimado,Paola
L-00349,2025-02-20,La Esperanza,EL-0500,manana,9.06,18.7,sin novedad,Paola
L-00350,2025-03-19,La Esperanza,EL-2023,tarde,7.76,26.5,sin novedad,Ana
L-00351,2025-09-16,San Miguel,BU-0503,tarde,9.75,24.2,baja alimentacion,Jorge
L-00352,2025-12-28,Los Guaduales,LO-0149,tarde,13.83,20.0,revisar vacuna,Jorge
L-00353,2025-02-03,Los Guaduales,LA-0289,tarde,11.92,21.1,normal,Marta
L-00354,2025-11-24,Los Guaduales,SA-0470,manana,14.26,26.9,baja alimentacion,Jorge
L-00355,2025-02-15,Santa Lucia,LO-1572,manana,10.53,33.7,baja alimentacion,Jorge
L-00356,2025-03-31,Los Guaduales,LA-0634,tarde,14.07,28.9,baja alimentacion,Ana
L-00357,2025-01-05,Buenos Aires,EL-0354,manana,12.33,25.5,revisar vacuna,Carlos
L-00358,2025-12-20,Los Guaduales,SA-0532,tarde,9.26,31.4,baja alimentacion,Jorge
L-00359,2025-02-10,La Pradera,SA-0980,tarde,15.47,31.0,sin novedad,Jorge
L-00360,2025-04-08,San Miguel,SA-1839,manana,7.27,32.6,revisar vacuna,Jorge
L-00361,2025-05-07,Santa Lucia,BU-2107,manana,7.06,24.3,animal en control,Luis
L-00362,2025-02-27,Los Guaduales,EL-1184,tarde,16.09,22.2,normal,Carlos
L-00363,2025-09-24,El Roble,BU-2411,tarde,13.34,33.0,baja alimentacion,Jorge
L-00364,2025-07-16,Santa Lucia,EL-2209,manana,16.35,28.4,baja alimentacion,Carlos
L-00365,2025-05-03,El Roble,LO-1914,tarde,14.07,21.9,normal,Paola
L-00366,2025-05-06,Los Guaduales,BU-0621,manana,9.86,28.1,animal en control,Jorge
L-00367,2025-08-23,Santa Lucia,EL-0154,manana,9.36,24.4,dato estimado,Marta
L-00368,2025-09-28,La Pradera,SA-0141,tarde,8.99,23.9,baja alimentacion,Ana
L-00369,2025-12-14,El Roble,LO-2369,manana,6.1,28.9,lluvia fuerte,Luis
L-00370,2025-07-17,La Esperanza,LA-1367,manana,7.54,22.7,sin novedad,Ana
L-00371,2025-02-01,San Miguel,SA-2360,tarde,9.0,31.7,lluvia fuerte,Ana
L-00372,2025-03-08,La Esperanza,LA-0640,manana,9.24,27.2,normal,Ana
L-00373,2025-09-16,La Pradera,LO-1373,manana,11.57,25.4,revisar vacuna,Marta
L-00374,2025-05-25,El Roble,EL-2079,tarde,13.15,22.3,revisar vacuna,Luis
L-00375,2025-07-21,La Pradera,EL-2277,manana,9.6,30.8,lluvia fuerte,Paola
L-00376,2025-11-12,Santa Lucia,SA-0502,tarde,10.89,17.8,normal,Marta
L-00377,2025-05-25,San Miguel,EL-1145,tarde,12.0,22.6,dato estimado,Paola
L-00378,2025-09-28,El Progreso,LA-0578,manana,7.65,26.0,lluvia fuerte,Ana
L-00379,2025-12-27,San Miguel,LA-1101,manana,9.42,25.6,sin novedad,Marta
L-00380,2025-03-19,San Miguel,SA-0119,tarde,13.3,32.9,normal,Jorge
L-00381,2025-12-28,Los Guaduales,LA-1294,manana,12.96,20.2,lluvia fuerte,Jorge
L-00382,2025-10-14,Buenos Aires,LA-1960,tarde,11.9,33.0,animal en control,Marta
L-00383,2025-05-18,San Miguel,LA-2298,tarde,10.03,18.2,sin novedad,Ana
L-00384,2025-08-29,Buenos Aires,LO-1775,manana,8.02,17.7,lluvia fuerte,Luis
L-00385,2025-07-15,Buenos Aires,EL-0354,manana,8.27,33.0,sin novedad,Luis
L-00386,2025-01-31,La Pradera,LA-1177,tarde,8.68,24.2,revisar vacuna,Ana
L-00387,2025-05-17,El Roble,SA-2027,manana,8.2,32.2,normal,Ana
L-00388,2025-11-18,El Roble,LO-1110,manana,17.09,29.7,revisar vacuna,Jorge
L-00389,2025-05-06,Santa Lucia,LO-0611,manana,4.81,29.5,animal en control,Jorge
L-00390,2025-08-03,Buenos Aires,EL-0500,manana,6.65,19.5,revisar vacuna,Ana
L-00391,2025-02-21,San Miguel,SA-1768,tarde,7.41,28.5,animal en control,Paola
L-00392,2025-02-13,La Esperanza,LO-2244,tarde,22.58,18.2,revisar vacuna,Jorge
L-00393,2025-06-19,Santa Lucia,SA-2260,tarde,10.86,25.8,normal,Jorge
L-00394,2025-07-29,Los Guaduales,LA-1968,tarde,3.66,32.6,baja alimentacion,Luis
L-00395,2025-12-24,La Pradera,EL-0932,tarde,11.55,19.2,baja alimentacion,Ana
L-00396,2025-03-22,Santa Lucia,SA-1226,manana,14.1,21.0,dato estimado,Jorge
L-00397,2025-03-27,San Miguel,BU-2058,manana,12.92,32.9,baja alimentacion,Paola
L-00398,2025-06-19,La Pradera,LA-0294,tarde,7.26,17.9,sin novedad,Carlos
L-00399,2025-01-31,La Pradera,BU-0594,tarde,14.51,31.0,animal en control,Carlos
L-00400,2025-04-10,La Esperanza,SA-0925,tarde,13.47,31.1,lluvia fuerte,Ana
L-00401,2025-08-03,San Miguel,BU-0733,tarde,17.21,17.6,animal en control,Jorge
L-00402,2025-02-04,Los Guaduales,LA-0007,tarde,7.64,28.7,animal en control,Jorge
L-00403,2025-08-02,El Roble,LA-1691,tarde,6.45,25.4,sin novedad,Jorge
L-00404,2025-09-04,La Pradera,SA-1809,manana,14.22,29.4,baja alimentacion,Jorge
L-00405,2025-10-25,Buenos Aires,EL-2423,tarde,12.67,19.2,baja alimentacion,Paola
L-00406,2025-07-12,San Miguel,BU-1888,manana,15.92,22.3,dato estimado,Carlos
L-00407,2025-01-19,La Pradera,BU-0824,tarde,14.89,29.0,lluvia fuerte,Marta
L-00408,2025-05-23,La Esperanza,SA-1152,tarde,11.47,28.7,sin novedad,Jorge
L-00409,2025-05-11,El Roble,BU-0106,manana,14.73,27.8,animal en control,Ana
L-00410,2025-03-24,El Progreso,LA-2393,tarde,9.76,28.6,lluvia fuerte,Carlos
L-00411,2025-05-29,La Pradera,LO-2333,manana,16.33,21.5,lluvia fuerte,Luis
L-00412,2025-08-09,San Miguel,SA-2179,manana,12.76,28.8,revisar vacuna,Carlos
L-00413,2025-08-20,Santa Lucia,SA-0823,tarde,10.82,27.8,revisar vacuna,Marta
L-00414,2025-09-02,San Miguel,SA-2296,manana,10.37,25.2,revisar vacuna,Paola
L-00415,2025-02-18,Santa Lucia,EL-1350,tarde,11.15,17.7,lluvia fuerte,Paola
L-00416,2025-10-12,La Esperanza,LA-1206,manana,13.14,24.9,revisar vacuna,Carlos
L-00417,2025-04-09,El Roble,SA-0529,tarde,9.76,24.3,baja alimentacion,Ana
L-00418,2025-05-08,San Miguel,BU-0450,tarde,9.79,33.6,lluvia fuerte,Marta
L-00419,2025-11-01,Los Guaduales,LA-1360,manana,9.72,26.3,normal,Paola
L-00420,2025-06-09,San Miguel,EL-1380,tarde,12.91,22.0,revisar vacuna,Paola
L-00421,2025-10-25,La Pradera,LA-1703,manana,3.72,20.7,revisar vacuna,Jorge
L-00422,2025-07-09,El Progreso,SA-2086,manana,13.0,23.8,revisar vacuna,Jorge
L-00423,2025-04-14,Los Guaduales,BU-0207,tarde,10.78,20.9,animal en control,Marta
L-00424,2025-02-02,La Esperanza,BU-0332,tarde,7.8,24.8,normal,Ana
L-00425,2025-10-20,La Pradera,EL-1816,tarde,13.6,31.9,dato estimado,Ana
L-00426,2025-02-25,San Miguel,SA-0118,tarde,9.51,28.5,animal en control,Paola
L-00427,2025-09-07,Santa Lucia,EL-2187,manana,11.64,25.4,sin novedad,Jorge
L-00428,2025-08-25,Buenos Aires,LA-1159,tarde,9.48,19.0,lluvia fuerte,Carlos
L-00429,2025-02-05,El Progreso,SA-2339,manana,12.75,22.0,revisar vacuna,Marta
L-00430,2025-09-24,El Progreso,EL-1722,tarde,8.27,21.2,dato estimado,Jorge
L-00431,2025-07-09,La Esperanza,EL-1783,manana,10.29,23.3,animal en control,Paola
L-00432,2025-11-16,La Pradera,LA-2428,tarde,12.08,22.9,revisar vacuna,Carlos
L-00433,2025-06-26,La Esperanza,EL-0488,tarde,13.81,23.7,baja alimentacion,Ana
L-00434,2025-07-02,Santa Lucia,BU-0143,tarde,12.69,29.0,animal en control,Ana
L-00435,2025-06-11,Los Guaduales,SA-0650,tarde,10.65,31.1,animal en control,Paola
L-00436,2025-05-03,El Roble,EL-0009,tarde,10.19,27.2,dato estimado,Carlos
L-00437,2025-04-24,El Progreso,LA-0334,tarde,12.97,32.1,animal en control,Marta
L-00438,2025-09-30,Buenos Aires,EL-0932,tarde,10.64,32.8,sin novedad,Paola
L-00439,2025-02-12,Santa Lucia,EL-0380,manana,9.56,26.2,revisar vacuna,Ana
L-00440,2025-06-09,La Esperanza,LO-0510,manana,11.39,28.7,normal,Marta
L-00441,2025-08-20,Buenos Aires,BU-1011,manana,15.97,33.5,dato estimado,Paola
L-00442,2025-08-10,La Esperanza,SA-2196,manana,14.61,25.5,lluvia fuerte,Jorge
L-00443,2025-10-10,La Esperanza,LO-0318,manana,9.03,17.9,dato estimado,Jorge
L-00444,2025-07-05,Buenos Aires,LO-0338,manana,14.18,17.6,baja alimentacion,Carlos
L-00445,2025-02-16,Los Guaduales,LA-1848,tarde,14.63,23.7,animal en control,Jorge
L-00446,2025-09-19,Los Guaduales,LA-1765,tarde,3.3,20.7,sin novedad,Ana
L-00447,2025-11-09,La Pradera,EL-2023,tarde,15.68,18.6,dato estimado,Ana
L-00448,2025-08-10,La Esperanza,LO-1515,tarde,11.67,31.2,animal en control,Ana
L-00449,2025-04-07,El Roble,SA-2347,manana,13.98,26.4,normal,Marta
L-00450,2025-11-01,La Esperanza,BU-2192,tarde,11.61,33.6,lluvia fuerte,Jorge
L-00451,2025-05-03,El Progreso,LO-1803,tarde,12.1,20.8,dato estimado,Jorge
L-00452,2025-09-17,El Roble,SA-2196,manana,11.05,23.0,lluvia fuerte,Luis
L-00453,2025-03-03,Buenos Aires,SA-0725,tarde,14.45,23.2,sin novedad,Paola
L-00454,2025-04-01,Santa Lucia,BU-0335,tarde,8.56,20.9,dato estimado,Ana
L-00455,2025-12-16,El Progreso,EL-0956,tarde,8.18,27.0,lluvia fuerte,Ana
L-00456,2025-06-24,El Progreso,LA-1072,manana,10.36,17.6,baja alimentacion,Luis
L-00457,2025-03-24,La Pradera,SA-0272,manana,12.18,25.5,lluvia fuerte,Marta
L-00458,2025-04-15,San Miguel,LA-2134,manana,18.87,27.9,revisar vacuna,Jorge
L-00459,2025-05-10,Los Guaduales,SA-1154,manana,13.97,19.0,dato estimado,Carlos
L-00460,2025-05-21,Los Guaduales,BU-0857,tarde,17.2,17.7,baja alimentacion,Jorge
L-00461,2025-03-17,San Miguel,SA-1322,manana,7.91,20.4,lluvia fuerte,Luis
L-00462,2025-07-31,La Esperanza,EL-2229,manana,10.96,29.0,revisar vacuna,Paola
L-00463,2025-09-09,San Miguel,BU-0383,manana,13.32,30.7,dato estimado,Paola
L-00464,2025-04-05,Buenos Aires,LA-1012,manana,9.44,30.3,normal,Marta
L-00465,2025-07-17,El Roble,SA-0705,manana,9.95,22.5,revisar vacuna,Carlos
L-00466,2025-09-04,La Esperanza,LA-2263,tarde,7.06,20.9,normal,Carlos
L-00467,2025-02-27,El Roble,SA-0360,tarde,10.35,31.0,animal en control,Jorge
L-00468,2025-02-23,La Esperanza,LA-1640,manana,12.32,25.5,animal en control,Carlos
L-00469,2025-12-25,Buenos Aires,EL-0198,manana,8.79,20.1,revisar vacuna,Paola
L-00470,2025-12-11,El Progreso,LA-0052,manana,6.03,30.3,lluvia fuerte,Carlos
L-00471,2025-03-12,Santa Lucia,LO-1957,tarde,13.36,30.8,baja alimentacion,Carlos
L-00472,2025-10-27,Santa Lucia,SA-1046,tarde,11.68,27.3,revisar vacuna,Luis
L-00473,2025-12-07,Buenos Aires,LA-0392,manana,7.04,27.4,baja alimentacion,Paola
L-00474,2025-12-31,Los Guaduales,SA-1643,tarde,8.37,26.3,revisar vacuna,Ana
L-00475,2025-10-01,La Esperanza,EL-1454,manana,15.36,27.1,baja alimentacion,Luis
L-00476,2025-03-28,La Pradera,LO-0515,tarde,13.14,31.2,lluvia fuerte,Luis
L-00477,2025-05-22,El Roble,EL-0676,manana,5.59,20.1,normal,Marta
L-00478,2025-08-21,Santa Lucia,EL-2289,manana,10.98,21.2,revisar vacuna,Paola
L-00479,2025-12-31,San Miguel,SA-0955,manana,13.97,33.5,lluvia fuerte,Ana
L-00480,2025-06-25,La Pradera,SA-0802,tarde,15.9,26.0,baja alimentacion,Marta
L-00481,2025-03-14,La Esperanza,LA-2039,manana,6.76,22.7,baja alimentacion,Luis
L-00482,2025-08-15,San Miguel,BU-0759,manana,10.33,29.2,sin novedad,Carlos
L-00483,2025-05-24,La Pradera,SA-1194,tarde,5.11,21.4,baja alimentacion,Carlos
L-00484,2025-09-18,Santa Lucia,LA-1661,tarde,12.27,27.4,animal en control,Ana
L-00485,2025-02-01,El Roble,BU-0480,tarde,14.11,25.8,dato estimado,Jorge
L-00486,2025-09-05,San Miguel,LA-2149,manana,10.71,26.1,animal en control,Carlos
L-00487,2025-11-02,El Progreso,LA-1676,tarde,12.25,17.7,baja alimentacion,Jorge
L-00488,2025-07-01,El Progreso,LA-2402,tarde,4.94,19.3,revisar vacuna,Marta
L-00489,2025-10-27,Buenos Aires,EL-0457,manana,15.35,30.6,revisar vacuna,Marta
L-00490,2025-01-21,La Esperanza,BU-2476,tarde,11.3,21.8,lluvia fuerte,Marta
L-00491,2025-09-09,La Pradera,BU-1233,manana,7.26,21.0,baja alimentacion,Paola
L-00492,2025-10-02,La Esperanza,SA-2296,manana,11.62,18.6,baja alimentacion,Ana
L-00493,2025-02-24,La Esperanza,SA-0005,manana,10.45,29.4,sin novedad,Jorge
L-00494,2025-03-03,San Miguel,LO-1211,manana,8.38,28.1,normal,Jorge
L-00495,2025-09-25,La Esperanza,EL-2076,tarde,9.4,27.0,dato estimado,Ana
L-00496,2025-07-11,El Roble,LA-0747,manana,8.3,24.0,normal,Ana
L-00497,2025-10-06,El Roble,BU-0860,manana,13.32,28.1,baja alimentacion,Paola
L-00498,2025-09-17,San Miguel,EL-1470,manana,5.03,19.1,baja alimentacion,Marta
L-00499,2025-08-01,Buenos Aires,SA-1195,tarde,12.02,30.7,sin novedad,Ana
L-00500,2025-06-16,San Miguel,SA-1174,manana,15.58,29.6,revisar vacuna,Luis
L-00501,2025-11-07,La Esperanza,EL-1256,manana,13.64,20.5,sin novedad,Paola
L-00502,2025-12-27,San Miguel,LO-0291,tarde,6.73,26.0,baja alimentacion,Paola
L-00503,2025-03-18,Los Guaduales,LA-1143,tarde,5.44,26.6,normal,Jorge
L-00504,2025-06-08,Buenos Aires,LA-0279,tarde,14.64,32.9,lluvia fuerte,Carlos
L-00505,2025-04-17,La Pradera,SA-0758,manana,10.51,24.5,revisar vacuna,Paola
L-00506,2025-07-27,El Progreso,EL-2187,tarde,7.9,30.0,dato estimado,Carlos
L-00507,2025-11-22,Buenos Aires,LO-0063,manana,13.25,30.7,revisar vacuna,Marta
L-00508,2025-09-25,Los Guaduales,LA-0763,manana,10.55,23.2,sin novedad,Marta
L-00509,2025-04-08,La Pradera,SA-2367,tarde,9.87,22.0,normal,Luis
L-00510,2025-01-01,Santa Lucia,SA-1710,manana,10.05,17.9,sin novedad,Jorge
L-00511,2025-09-05,El Roble,LO-1619,tarde,9.09,18.2,normal,Paola
L-00512,2025-04-02,El Roble,LA-0139,manana,12.57,18.3,normal,Paola
L-00513,2025-06-24,El Progreso,SA-0433,manana,15.94,24.0,dato estimado,Carlos
L-00514,2025-01-10,Buenos Aires,EL-1405,tarde,8.68,21.1,animal en control,Ana
L-00515,2025-11-18,La Esperanza,SA-2443,tarde,13.09,20.0,animal en control,Carlos
L-00516,2025-10-10,El Roble,LA-2251,tarde,15.43,23.1,animal en control,Carlos
L-00517,2025-09-13,El Roble,SA-2488,tarde,9.72,28.1,lluvia fuerte,Carlos
L-00518,2025-10-21,La Esperanza,LA-0071,tarde,13.54,19.1,dato estimado,Carlos
L-00519,2025-10-22,La Esperanza,SA-0330,manana,15.47,20.5,animal en control,Ana
L-00520,2025-01-27,San Miguel,BU-1461,manana,8.85,31.5,animal en control,Ana
L-00521,2025-11-04,Los Guaduales,LO-0395,tarde,11.88,32.9,lluvia fuerte,Luis
L-00522,2025-11-25,San Miguel,SA-1917,manana,14.69,19.5,dato estimado,Jorge
L-00523,2025-10-01,El Roble,LA-1822,tarde,12.44,33.2,normal,Paola
L-00524,2025-10-27,La Pradera,BU-2150,tarde,9.38,23.7,revisar vacuna,Carlos
L-00525,2025-05-15,El Roble,SA-0635,tarde,9.26,20.9,normal,Carlos
L-00526,2025-09-16,La Esperanza,EL-0732,tarde,4.79,28.1,sin novedad,Jorge
L-00527,2025-05-07,Santa Lucia,EL-0963,tarde,52,18.0,baja alimentacion,Luis
L-00528,2025-01-17,El Roble,EL-1717,manana,8.82,33.1,baja alimentacion,Luis
L-00529,2025-12-17,Los Guaduales,SA-0365,tarde,5.5,30.4,lluvia fuerte,Ana
L-00530,2025-08-31,Santa Lucia,LA-0652,tarde,8.46,26.2,animal en control,Jorge
L-00531,2025-06-15,Buenos Aires,SA-1552,manana,11.13,28.5,sin novedad,Jorge
L-00532,2025-01-20,San Miguel,SA-2232,manana,8.41,18.5,animal en control,Marta
L-00533,2025-03-25,San Miguel,LA-1379,manana,7.14,17.4,normal,Paola
L-00534,2025-11-02,El Progreso,BU-1892,tarde,11.11,20.1,sin novedad,Jorge
L-00535,2025-10-26,Santa Lucia,EL-0194,tarde,13.98,31.0,animal en control,Paola
L-00536,2025-05-30,Buenos Aires,LA-1883,tarde,15.39,31.9,lluvia fuerte,Marta
L-00537,2025-09-20,La Esperanza,LO-1209,tarde,10.92,20.1,revisar vacuna,Ana
L-00538,2025-06-05,La Esperanza,EL-1313,tarde,6.64,21.7,normal,Carlos
L-00539,2025-07-04,La Pradera,LO-1614,tarde,13.97,21.1,lluvia fuerte,Marta
L-00540,2025-09-19,San Miguel,BU-1594,tarde,10.61,32.7,sin novedad,Marta
L-00541,2025-11-16,La Esperanza,SA-2360,tarde,5.56,31.2,dato estimado,Paola
L-00542,2025-03-04,La Pradera,LO-0303,tarde,12.09,29.0,sin novedad,Jorge
L-00543,2025-08-05,La Esperanza,LA-1937,tarde,12.39,20.2,dato estimado,Carlos
L-00544,2025-01-08,San Miguel,LA-0051,manana,14.15,25.3,revisar vacuna,Luis
L-00545,2025-08-12,Buenos Aires,LO-1151,tarde,11.34,24.1,sin novedad,Luis
L-00546,2025-08-06,Buenos Aires,SA-1195,tarde,11.81,20.2,baja alimentacion,Jorge
L-00547,2025-08-31,San Miguel,LA-1216,tarde,8.96,23.9,animal en control,Ana
L-00548,2025-02-02,La Esperanza,EL-0897,manana,12.1,29.1,animal en control,Jorge
L-00549,2025-03-09,Buenos Aires,EL-1692,tarde,11.79,24.9,dato estimado,Marta
L-00550,2025-05-06,La Esperanza,LA-1258,tarde,19.41,29.5,revisar vacuna,Jorge
L-00551,2025-11-19,Buenos Aires,LO-0081,manana,5.68,33.6,lluvia fuerte,Luis
L-00552,2025-01-13,Los Guaduales,SA-1267,manana,11.23,19.2,baja alimentacion,Carlos
L-00553,2025-11-03,La Esperanza,EL-2081,manana,6.92,21.6,animal en control,Carlos
L-00554,2025-06-17,El Roble,EL-1326,manana,14.05,28.3,baja alimentacion,Carlos
L-00555,2025-01-05,Santa Lucia,EL-0296,tarde,10.64,27.3,revisar vacuna,Jorge
L-00556,2025-06-03,La Esperanza,LA-0478,manana,15.24,18.9,dato estimado,Marta
L-00557,2025-11-01,El Progreso,LA-2087,tarde,14.86,32.5,sin novedad,Marta
L-00558,2025-05-26,San Miguel,LO-0112,tarde,9.94,27.7,animal en control,Luis
L-00559,2025-07-19,Los Guaduales,SA-0545,manana,16.57,29.3,animal en control,Marta
L-00560,2025-05-04,El Progreso,LA-1912,tarde,2.22,32.2,dato estimado,Carlos
L-00561,2025-08-23,El Progreso,LA-0109,manana,10.07,19.9,normal,Paola
L-00562,2025-02-02,El Progreso,EL-0500,manana,14.68,32.2,normal,Carlos
L-00563,2025-05-01,Santa Lucia,LO-0735,manana,4.6,31.6,revisar vacuna,Paola
L-00564,2025-04-02,Buenos Aires,SA-0158,manana,10.97,30.1,baja alimentacion,Luis
L-00565,2025-02-20,Los Guaduales,SA-0397,manana,10.23,25.9,normal,Jorge
L-00566,2025-05-03,La Esperanza,LO-2400,manana,11.15,22.0,animal en control,Ana
L-00567,2025-12-11,Los Guaduales,EL-0841,tarde,12.84,27.1,revisar vacuna,Ana
L-00568,2025-08-19,El Progreso,EL-0992,manana,12.2,30.7,dato estimado,Carlos
L-00569,2025-03-23,Buenos Aires,BU-2058,tarde,10.33,21.1,lluvia fuerte,Paola
L-00570,2025-02-20,La Pradera,EL-1558,manana,11.92,18.4,sin novedad,Luis
L-00571,2025-01-24,La Esperanza,LA-0336,manana,13.09,28.4,baja alimentacion,Jorge
L-00572,2025-10-14,El Roble,EL-1146,tarde,11.76,21.2,normal,Ana
L-00573,2025-06-16,El Roble,EL-1992,tarde,9.74,22.4,lluvia fuerte,Marta
L-00574,2025-02-15,Los Guaduales,BU-2372,tarde,9.95,22.7,lluvia fuerte,Jorge
L-00575,2025-11-14,El Roble,LA-0712,manana,9.39,20.5,revisar vacuna,Paola
L-00576,2025-12-05,Santa Lucia,BU-0805,tarde,7.25,32.3,revisar vacuna,Ana
L-00577,2025-06-17,Los Guaduales,LO-0303,tarde,12.43,29.1,revisar vacuna,Jorge
L-00578,2025-09-26,Santa Lucia,SA-0692,manana,15.93,21.9,sin novedad,Carlos
L-00579,2025-07-24,El Roble,BU-1615,tarde,12.9,24.9,sin novedad,Jorge
L-00580,2025-02-02,El Roble,EL-0932,manana,13.29,17.1,revisar vacuna,Carlos
L-00581,2025-05-06,La Esperanza,LA-0915,manana,12.68,24.3,dato estimado,Carlos
L-00582,2025-03-30,Santa Lucia,EL-2466,tarde,11.99,18.3,revisar vacuna,Marta
L-00583,2025-01-28,El Progreso,LA-0909,tarde,12.45,32.5,revisar vacuna,Luis
L-00584,2025-04-14,Santa Lucia,SA-2204,manana,21.98,30.6,baja alimentacion,Carlos
L-00585,2025-08-19,El Progreso,EL-2289,manana,13.71,25.0,animal en control,Marta
L-00586,2025-06-26,El Progreso,LO-1209,manana,14.28,26.9,revisar vacuna,Luis
L-00587,2025-07-03,El Progreso,SA-1446,manana,9.11,22.9,animal en control,Marta
L-00588,2025-12-04,El Roble,BU-2498,tarde,12.65,30.8,lluvia fuerte,Carlos
L-00589,2025-11-11,Santa Lucia,EL-1986,manana,13.95,25.2,animal en control,Carlos
L-00590,2025-10-21,El Progreso,LA-1823,manana,14.82,24.0,sin novedad,Luis
L-00591,2025-01-15,Buenos Aires,EL-2029,manana,13.17,24.7,baja alimentacion,Paola
