id_cosecha,fecha,finca,lote,kilos_cosechados,humedad_grano_pct,estado_cultivo,lluvia_ultimos_7_dias_mm
M-00329,2025-03-21,Santa Lucia,Lote-23,117.27,11.3,plaga_observada,10.4
M-00330,2025-12-22,Buenos Aires,Lote-18,202.63,22.9,seco,20.6
M-00331,2025-09-30,La Pradera,Lote-11,184.89,16.7,plaga_observada,65.4
M-00332,2025-06-30,Los Guaduales,Lote-21,134.62,19.8,seco,70.2
M-00333,2025-11-20,Santa Lucia,Lote-09,121.94,10.7,optimo,14.6
M-00334,2025-06-18,Los Guaduales,Lote-12,204.49,23.1,seco,4.8
M-00335,2025-05-30,San Miguel,Lote-05,164.22,31.8,optimo,8.2
M-00336,2025-09-02,El Roble,Lote-01,285.49,18.7,optimo,76.9
M-00337,2025-05-09,San Miguel,Lote-14,147.25,19.9,listo_para_cosecha,53.9
M-00338,2025-05-24,Buenos Aires,Lote-23,278.97,12.4,optimo,44.2
M-00339,2025-11-28,San Miguel,Lote-09,154.75,24.6,optimo,87.5
M-00340,2025-06-23,El Roble,Lote-06,121.61,10.6,optimo,61.3
M-00341,2025-03-01,El Roble,Lote-11,232.66,28.7,listo_para_cosecha,11.6
M-00342,2025-06-05,Santa Lucia,Lote-07,184.39,22.5,plaga_observada,20.1
M-00343,2025-12-16,El Progreso,Lote-17,238.07,12.3,humedo,79.1
M-00344,2025-11-20,Santa Lucia,Lote-24,161.14,18.3,listo_para_cosecha,2.1
M-00345,2025-06-10,La Esperanza,Lote-01,255.3,21.7,optimo,90.3
M-00346,2025-08-22,Los Guaduales,Lote-16,177.9,27.7,listo_para_cosecha,82.8
M-00347,2025-07-15,El Progreso,Lote-07,301.49,10.9,seco,18.3
M-00348,2025-01-02,El Progreso,Lote-14,107.46,32.0,listo_para_cosecha,25.6
M-00349,2025-12-27,El Progreso,Lote-01,274.12,31.9,seco,66.6
M-00350,2025-06-28,El Progreso,Lote-15,112.36,21.0,optimo,32.9
M-00351,2025-09-11,El Progreso,Lote-12,223.6,15.6,plaga_observada,27.3
M-00352,2025-06-11,La Pradera,Lote-03,95.69,20.8,optimo,68.5
M-00353,2025-03-07,Buenos Aires,Lote-06,29.57,19.0,humedo,22.0
M-00354,2025-11-11,Santa Lucia,Lote-25,249.74,11.4,listo_para_cosecha,63.8
M-00355,2025-08-23,La Esperanza,Lote-01,256.05,12.8,optimo,76.9
M-00356,2025-09-24,El Roble,Lote-07,143.37,20.0,humedo,78.1
M-00357,2025-02-27,Santa Lucia,Lote-14,189.66,27.8,listo_para_cosecha,34.4
M-00358,2025-03-18,La Pradera,Lote-07,173.18,10.7,optimo,21.6
M-00359,2025-02-18,Buenos Aires,Lote-01,245.31,16.8,listo_para_cosecha,26.7
M-00360,2025-04-27,La Pradera,Lote-10,105.67,14.3,plaga_observada,61.3
M-00361,2025-02-17,Los Guaduales,Lote-21,129.67,23.0,listo_para_cosecha,13.0
M-00362,2025-10-24,Los Guaduales,Lote-01,252.52,30.3,optimo,76.4
M-00363,2025-11-19,San Miguel,Lote-14,231.4,18.3,optimo,74.0
M-00364,2025-10-14,Santa Lucia,Lote-03,95.42,12.5,seco,31.7
M-00365,2025-12-18,La Esperanza,Lote-06,223.09,31.9,seco,45.6
M-00366,2025-05-09,El Progreso,Lote-06,96.98,21.1,listo_para_cosecha,94.5
M-00367,2025-05-12,El Progreso,Lote-11,190.06,20.2,seco,22.8
M-00368,2025-01-08,La Pradera,Lote-03,172.36,17.6,plaga_observada,57.0
M-00369,2025-07-15,La Esperanza,Lote-25,273.87,16.4,seco,0.6
M-00370,2025-05-03,Los Guaduales,Lote-13,247.26,24.0,humedo,27.4
M-00371,2025-08-08,Buenos Aires,Lote-16,87.31,17.8,listo_para_cosecha,53.3
M-00372,2025-09-28,San Miguel,Lote-18,207.42,29.0,plaga_observada,60.9
M-00373,2025-12-10,San Miguel,Lote-07,126.56,26.4,listo_para_cosecha,41.4
M-00374,2025-02-03,Santa Lucia,Lote-12,238.17,12.8,listo_para_cosecha,22.0
M-00375,2025-08-27,El Progreso,Lote-16,264.47,27.5,seco,22.4
M-00376,2025-11-20,Buenos Aires,Lote-08,208.85,16.0,optimo,43.8
M-00377,2025-08-26,Santa Lucia,Lote-23,139.65,26.8,optimo,0.0
M-00378,2025-09-02,El Progreso,Lote-03,151.52,27.1,listo_para_cosecha,76.3
M-00379,2025-04-21,Santa Lucia,Lote-05,206.33,26.6,optimo,2.0
M-00380,2025-06-11,La Pradera,Lote-08,107.66,11.8,plaga_observada,30.3
M-00381,2025-07-10,San Miguel,Lote-25,139.46,22.9,plaga_observada,44.7
M-00382,2025-03-09,Los Guaduales,Lote-21,100.82,19.6,optimo,75.0
M-00383,2025-09-26,El Roble,Lote-11,337.12,30.6,humedo,79.4
M-00384,2025-08-27,Buenos Aires,Lote-22,177.17,19.3,seco,78.8
M-00385,2025-09-11,El Progreso,Lote-12,186.77,19.3,seco,28.9
M-00386,2025-10-02,Santa Lucia,Lote-16,188.26,29.9,seco,37.9
M-00387,2025-07-15,Los Guaduales,Lote-14,196.37,31.0,optimo,18.8
M-00388,2025-02-08,Los Guaduales,Lote-22,234.22,11.7,optimo,43.6
M-00389,2025-06-14,Buenos Aires,Lote-10,254.97,21.6,plaga_observada,56.6
M-00390,2025-11-10,Buenos Aires,Lote-17,73.66,18.0,seco,73.5
M-00391,2025-12-18,La Esperanza,Lote-02,172.17,30.6,plaga_observada,30.0
M-00392,2025-04-09,La Esperanza,Lote-03,163.98,28.8,plaga_observada,64.3
M-00393,2025-08-11,El Roble,Lote-02,223.36,10.3,humedo,66.8
M-00394,2025-11-03,La Pradera,Lote-21,165.05,26.6,listo_para_cosecha,27.9
M-00395,2025-02-02,Buenos Aires,Lote-17,142.9,13.7,humedo,0.6
M-00396,2025-08-19,La Esperanza,Lote-25,183.65,17.2,listo_para_cosecha,40.7
M-00397,2025-06-10,Santa Lucia,Lote-20,132.03,25.6,listo_para_cosecha,92.3
M-00398,2025-12-07,La Pradera,Lote-01,220.29,21.7,plaga_observada,29.9
M-00399,2025-11-28,El Roble,Lote-03,184.98,10.5,listo_para_cosecha,87.5
M-00400,2025-08-27,Los Guaduales,Lote-18,248.15,16.6,plaga_observada,82.8
M-00401,2025-01-08,La Pradera,Lote-15,235.35,26.6,humedo,90.6
M-00402,2025-11-16,San Miguel,Lote-15,87.01,17.8,listo_para_cosecha,26.4
M-00403,2025-09-08,El Progreso,Lote-11,129.57,23.6,plaga_observada,71.1
M-00404,2025-09-30,Buenos Aires,Lote-11,165.72,18.7,listo_para_cosecha,21.9
M-00405,2025-08-25,El Progreso,Lote-12,187.71,13.9,humedo,51.1
M-00406,2025-12-12,El Progreso,Lote-09,128.42,13.1,listo_para_cosecha,82.3
M-00407,2025-06-18,San Miguel,Lote-25,201.78,22.2,listo_para_cosecha,3.1
M-00408,2025-04-09,San Miguel,Lote-06,146.04,25.9,plaga_observada,65.1
M-00409,2025-07-23,La Esperanza,Lote-08,112.5,17.6,humedo,86.8
M-00410,2025-09-07,Buenos Aires,Lote-14,171.49,28.7,listo_para_cosecha,12.9
M-00411,2025-08-08,La Esperanza,Lote-01,200.66,26.0,humedo,45.2
M-00412,2025-02-13,Los Guaduales,Lote-05,137.11,27.8,plaga_observada,84.6
M-00413,2025-06-06,El Progreso,Lote-21,125.94,13.8,optimo,48.4
M-00414,2025-08-09,Buenos Aires,Lote-15,280.94,16.6,listo_para_cosecha,42.2
M-00415,2025-01-25,Los Guaduales,Lote-05,141.28,20.7,plaga_observada,20.4
M-00416,2025-11-10,La Pradera,Lote-01,89.41,25.3,humedo,30.2
M-00417,2025-06-17,Los Guaduales,Lote-09,206.45,16.6,listo_para_cosecha,20.4
M-00418,2025-05-27,El Progreso,Lote-16,177.63,23.5,listo_para_cosecha,40.1
M-00419,2025-02-07,San Miguel,Lote-07,221.74,27.8,optimo,21.8
M-00420,2025-05-05,Buenos Aires,Lote-06,225.72,29.4,humedo,39.3
M-00421,2025-12-02,El Roble,Lote-02,234.22,24.5,seco,13.7
M-00422,2025-04-22,Santa Lucia,Lote-24,160.68,29.1,humedo,65.8
M-00423,2025-09-24,La Pradera,Lote-14,112.9,26.5,humedo,4.7
M-00424,2025-05-10,San Miguel,Lote-10,176.12,24.8,humedo,78.8
M-00425,2025-06-30,El Progreso,Lote-18,,23.5,optimo,22.3
M-00426,2025-01-06,La Esperanza,Lote-11,184.19,23.1,optimo,73.0
M-00427,2025-10-27,San Miguel,Lote-10,258.41,20.5,optimo,11.5
M-00428,2025-06-01,Buenos Aires,Lote-25,228.06,14.9,listo_para_cosecha,22.1
M-00429,2025-05-01,La Pradera,Lote-17,172.7,23.8,humedo,80.5
M-00430,2025-02-13,Santa Lucia,Lote-15,194.35,14.7,seco,54.4
M-00431,2025-12-05,El Progreso,Lote-12,123.38,21.9,listo_para_cosecha,74.3
M-00432,2025-05-31,La Pradera,Lote-25,158.75,26.7,humedo,23.5
M-00433,2025-08-29,Los Guaduales,Lote-13,144.7,20.7,plaga_observada,83.5
M-00434,2025-05-23,Los Guaduales,Lote-24,19.1,17.5,seco,34.4
M-00435,2025-04-05,El Progreso,Lote-18,215.31,22.6,plaga_observada,13.6
M-00436,2025-09-12,La Pradera,Lote-18,143.1,16.9,humedo,10.8
M-00437,2025-12-21,Los Guaduales,Lote-07,299.07,25.6,humedo,15.6
M-00438,2025-07-28,Buenos Aires,Lote-08,175.92,20.2,humedo,1.3
M-00439,2025-02-22,El Progreso,Lote-20,127.31,25.3,seco,4.4
M-00440,2025-12-21,La Esperanza,Lote-12,213.91,20.4,plaga_observada,41.2
M-00441,2025-02-22,Los Guaduales,Lote-03,185.79,18.1,listo_para_cosecha,34.6
M-00442,2025-10-13,Buenos Aires,Lote-18,111.9,16.6,seco,85.8
M-00443,2025-04-17,El Progreso,Lote-15,180.58,25.4,humedo,68.1
M-00444,2025-12-10,El Progreso,Lote-04,161.91,19.8,plaga_observada,50.9
M-00445,2025-04-24,Los Guaduales,Lote-12,237.38,27.6,humedo,35.2
M-00446,2025-12-09,El Roble,Lote-07,208.84,31.8,optimo,4.7
M-00447,2025-04-16,Los Guaduales,Lote-01,149.43,18.9,optimo,93.1
M-00448,2025-03-21,La Pradera,Lote-15,264.67,18.7,seco,10.8
M-00449,2025-02-24,La Esperanza,Lote-17,138.33,14.4,plaga_observada,37.5
M-00450,2025-07-21,El Progreso,Lote-13,256.01,21.5,humedo,5.7
M-00451,2025-10-18,Santa Lucia,Lote-22,170.21,30.1,humedo,23.6
M-00452,2025-05-07,Buenos Aires,Lote-02,199.99,19.9,seco,31.1
M-00453,2025-10-13,Santa Lucia,Lote-20,174.77,18.6,humedo,53.5
M-00454,2025-08-09,Los Guaduales,Lote-09,184.13,10.8,plaga_observada,84.3
M-00455,2025-05-24,La Esperanza,Lote-25,164.06,31.2,optimo,91.4
M-00456,2025-05-27,San Miguel,Lote-05,128.44,18.7,optimo,65.8
M-00457,2025-08-17,Buenos Aires,Lote-20,289.03,15.2,listo_para_cosecha,37.4
M-00458,2025-09-18,Los Guaduales,Lote-09,108.59,26.9,plaga_observada,4.1
M-00459,2025-02-26,San Miguel,Lote-20,119.53,24.4,listo_para_cosecha,62.1
M-00460,2025-04-02,El Progreso,Lote-17,155.73,11.7,plaga_observada,44.7
M-00461,2025-05-27,La Esperanza,Lote-16,37.83,28.4,listo_para_cosecha,0.6
M-00462,2025-07-14,La Esperanza,Lote-17,184.51,28.3,humedo,72.5
M-00463,2025-09-20,Buenos Aires,Lote-07,317.0,20.1,seco,75.2
M-00464,2025-08-17,Los Guaduales,Lote-09,221.16,31.5,humedo,53.5
M-00465,2025-08-29,El Progreso,Lote-07,108.43,28.5,humedo,45.4
M-00466,2025-02-24,Santa Lucia,Lote-02,131.91,15.2,listo_para_cosecha,9.0
M-00467,2025-07-23,Buenos Aires,Lote-05,113.86,10.1,humedo,1.1
M-00468,2025-07-23,San Miguel,Lote-20,26.14,16.7,optimo,8.9
M-00469,2025-11-09,El Progreso,Lote-06,205.98,29.0,listo_para_cosecha,83.4
M-00470,2025-04-08,La Esperanza,Lote-15,208.9,19.9,seco,39.2
M-00471,2025-08-31,Buenos Aires,Lote-22,213.18,30.4,listo_para_cosecha,80.6
M-00472,2025-04-09,La Esperanza,Lote-15,35.15,30.7,plaga_observada,82.5
M-00473,2025-04-21,Buenos Aires,Lote-11,288.72,20.7,listo_para_cosecha,53.7
M-00474,2025-08-16,La Esperanza,Lote-16,215.06,12.6,listo_para_cosecha,71.1
M-00475,2025-06-11,Buenos Aires,Lote-06,193.88,17.3,listo_para_cosecha,70.1
M-00476,2025-08-02,La Pradera,Lote-03,135.72,27.3,plaga_observada,31.3
M-00477,2025-01-18,El Progreso,Lote-09,251.56,28.2,optimo,62.3
M-00478,2025-06-12,Los Guaduales,Lote-11,120.24,27.5,listo_para_cosecha,30.9
M-00479,2025-05-06,Buenos Aires,Lote-07,241.09,10.2,seco,46.9
M-00480,2025-07-16,El Progreso,Lote-08,213.47,20.7,plaga_observada,14.6
M-00481,2025-12-23,El Progreso,Lote-01,247.47,19.3,optimo,9.9
M-00482,2025-04-08,El Progreso,Lote-21,159.03,23.4,plaga_observada,10.0
M-00483,2025-02-05,El Progreso,Lote-02,252.57,14.0,listo_para_cosecha,27.7
M-00484,2025-01-26,La Esperanza,Lote-05,213.6,24.0,listo_para_cosecha,80.7
M-00485,2025-12-27,La Esperanza,Lote-21,207.51,30.9,listo_para_cosecha,37.6
M-00486,2025-03-08,Buenos Aires,Lote-19,116.87,12.1,plaga_observada,94.6
M-00487,2025-05-19,Los Guaduales,Lote-10,259.59,24.0,listo_para_cosecha,61.0
M-00488,2025-05-08,El Roble,Lote-02,69.6,12.2,humedo,2.9
M-00489,2025-09-01,Santa Lucia,Lote-11,163.44,29.4,plaga_observada,77.6
M-00490,2025-03-29,El Roble,Lote-07,158.39,22.3,listo_para_cosecha,0.4
M-00491,2025-12-19,Buenos Aires,Lote-03,188.67,14.5,plaga_observada,58.4
M-00492,2025-12-30,La Esperanza,Lote-10,167.76,24.7,seco,91.1
M-00493,2025-03-12,El Progreso,Lote-14,228.25,16.5,seco,71.7
M-00494,2025-03-03,Santa Lucia,Lote-03,66.06,19.7,seco,39.4
M-00495,2025-03-26,La Esperanza,Lote-07,176.26,26.1,optimo,39.2
M-00496,2025-12-15,El Progreso,Lote-08,312.71,17.9,optimo,75.6
M-00497,2025-08-04,La Esperanza,Lote-12,57.64,16.1,humedo,24.2
M-00498,2025-06-18,El Roble,Lote-13,57.96,26.1,listo_para_cosecha,26.8
M-00499,2025-02-16,Santa Lucia,Lote-22,184.43,18.3,plaga_observada,88.3
M-00500,2025-07-27,El Progreso,Lote-19,136.94,31.6,listo_para_cosecha,54.0
M-00501,2025-02-26,El Progreso,Lote-24,175.05,19.7,seco,67.4
M-00502,2025-12-22,San Miguel,Lote-04,268.01,14.6,humedo,59.0
M-00503,2025-05-04,La Pradera,Lote-02,179.71,24.2,seco,87.8
M-00504,2025-12-31,La Esperanza,Lote-19,223.71,16.0,optimo,69.2
M-00505,2025-08-29,La Pradera,Lote-16,104.53,14.1,seco,57.5
M-00506,2025-11-19,San Miguel,Lote-08,299.98,30.7,seco,26.4
M-00507,2025-08-25,La Esperanza,Lote-03,196.92,32.0,optimo,19.2
M-00508,2025-12-02,El Roble,Lote-03,212.18,11.1,optimo,39.3
M-00509,2025-08-07,La Pradera,Lote-14,134.61,30.0,listo_para_cosecha,80.1
M-00510,2025-12-05,El Progreso,Lote-23,109.91,29.3,optimo,68.1
M-00511,2025-07-03,Santa Lucia,Lote-25,241.58,29.5,humedo,91.4
M-00512,2025-10-11,Santa Lucia,Lote-14,280.46,16.4,optimo,83.4
M-00513,2025-12-27,La Esperanza,Lote-08,237.21,15.8,humedo,78.1
M-00514,2025-09-04,La Pradera,Lote-16,293.86,12.9,seco,49.8
M-00515,2025-04-15,El Progreso,Lote-12,90.96,24.2,optimo,33.1
M-00516,2025-10-05,La Esperanza,Lote-25,221.78,17.9,seco,36.2
M-00517,2025-04-24,Santa Lucia,Lote-17,282.29,10.4,listo_para_cosecha,56.5
M-00518,2025-11-25,Santa Lucia,Lote-05,134.0,31.5,optimo,82.5
M-00519,2025-04-22,El Roble,Lote-24,106.65,18.2,humedo,43.3
M-00520,2025-11-10,Santa Lucia,Lote-15,129.44,31.8,seco,32.0
M-00521,2025-05-29,La Esperanza,Lote-13,200.59,16.1,humedo,28.9
M-00522,2025-05-25,El Progreso,Lote-23,47.41,25.9,humedo,83.0
M-00523,2025-08-31,Santa Lucia,Lote-25,171.79,16.1,plaga_observada,34.3
M-00524,2025-06-06,El Progreso,Lote-23,131.23,15.4,humedo,77.9
M-00525,2025-08-17,Santa Lucia,Lote-13,190.78,29.5,seco,12.9
M-00526,2025-12-15,San Miguel,Lote-02,152.32,15.8,listo_para_cosecha,67.9
M-00527,2025-04-23,La Esperanza,Lote-24,117.96,10.0,humedo,94.7
M-00528,2025-01-19,Buenos Aires,Lote-11,180.84,13.2,seco,88.7
M-00529,2025-09-18,Los Guaduales,Lote-14,201.51,15.8,humedo,70.9
M-00530,2025-10-27,Los Guaduales,Lote-13,366.48,30.0,plaga_observada,33.0
M-00531,2025-11-08,Los Guaduales,Lote-19,138.59,14.1,plaga_observada,36.6
M-00532,2025-08-31,El Progreso,Lote-03,69.08,21.6,optimo,79.7
M-00533,2025-10-30,San Miguel,Lote-19,172.88,15.4,listo_para_cosecha,4.5
M-00534,2025-03-24,Los Guaduales,Lote-01,198.98,21.6,humedo,65.6
M-00535,2025-04-09,San Miguel,Lote-09,176.3,12.8,seco,2.0
M-00536,2025-08-25,Santa Lucia,Lote-15,264.0,17.8,listo_para_cosecha,60.8
M-00537,2025-08-16,La Pradera,Lote-04,103.27,26.1,humedo,55.2
M-00538,2025-04-21,Santa Lucia,Lote-20,140.41,19.1,listo_para_cosecha,15.6
M-00539,2025-08-05,La Esperanza,Lote-06,166.01,30.8,plaga_observada,69.2
M-00540,2025-10-28,La Pradera,Lote-01,257.86,25.8,seco,39.6
M-00541,2025-06-15,Los Guaduales,Lote-07,176.78,10.4,listo_para_cosecha,19.4
M-00542,2025-03-23,El Roble,Lote-13,125.59,28.8,optimo,8.7
M-00543,2025-04-12,El Roble,Lote-13,303.97,11.6,plaga_observada,51.3
M-00544,2025-04-25,El Progreso,Lote-05,154.99,19.3,humedo,12.4
M-00545,2025-02-12,Santa Lucia,Lote-22,113.29,20.1,listo_para_cosecha,91.0
M-00546,2025-04-17,San Miguel,Lote-07,160.02,15.3,seco,31.1
M-00547,2025-09-22,San Miguel,Lote-18,158.2,17.0,humedo,62.1
M-00548,2025-10-02,Santa Lucia,Lote-11,203.01,31.1,plaga_observada,78.1
M-00549,2025-03-09,San Miguel,Lote-20,199.63,16.9,humedo,73.0
M-00550,2025-01-09,El Progreso,Lote-20,47.11,10.0,plaga_observada,31.2
M-00551,2025-10-21,San Miguel,Lote-05,165.7,15.7,humedo,66.4
M-00552,2025-03-11,El Progreso,Lote-08,307.14,30.2,plaga_observada,35.1
M-00553,2025-10-13,San Miguel,Lote-15,222.39,31.1,listo_para_cosecha,25.8
M-00554,2025-04-20,Los Guaduales,Lote-15,139.46,12.8,seco,66.8
M-00555,2025-05-06,El Roble,Lote-06,157.6,22.6,plaga_observada,18.5
M-00556,2025-07-04,La Pradera,Lote-01,71.2,27.2,listo_para_cosecha,14.0
M-00557,2025-05-10,San Miguel,Lote-19,254.41,14.7,humedo,90.2
M-00558,2025-11-25,San Miguel,Lote-13,166.1,20.9,optimo,34.5
M-00559,2025-01-14,San Miguel,Lote-02,163.06,20.9,listo_para_cosecha,66.2
M-00560,2025-04-04,San Miguel,Lote-25,165.42,18.0,humedo,87.3
M-00561,2025-03-05,Los Guaduales,Lote-11,119.61,22.8,plaga_observada,6.6
M-00562,2025-11-14,Los Guaduales,Lote-17,173.9,30.4,listo_para_cosecha,2.7
M-00563,2025-04-01,El Roble,Lote-15,147.88,18.8,optimo,81.1
M-00564,2025-01-05,La Esperanza,Lote-18,184.15,14.3,listo_para_cosecha,16.9
M-00565,2025-06-19,El Roble,Lote-15,247.63,22.8,humedo,18.9
M-00566,2025-09-15,Santa Lucia,Lote-06,134.4,22.4,listo_para_cosecha,28.9
M-00567,2025-04-15,San Miguel,Lote-09,164.0,25.9,plaga_observada,65.7
M-00568,2025-12-24,El Roble,Lote-01,191.01,14.7,listo_para_cosecha,69.9
M-00569,2025-08-07,San Miguel,Lote-12,196.54,28.8,optimo,69.8
M-00570,2025-09-24,Los Guaduales,Lote-03,146.6,19.8,plaga_observada,0.7
M-00571,2025-07-05,Santa Lucia,Lote-21,207.32,12.9,plaga_observada,77.6
M-00572,2025-11-09,Santa Lucia,Lote-05,980,31.9,listo_para_cosecha,2.9
M-00573,2025-04-24,La Pradera,Lote-05,269.6,15.6,humedo,65.8
M-00574,2025-03-20,Los Guaduales,Lote-02,253.87,30.7,humedo,34.8
M-00575,2025-01-15,San Miguel,Lote-21,231.25,12.0,seco,85.1
M-00576,2025-01-03,Buenos Aires,Lote-05,236.83,12.0,listo_para_cosecha,67.5
M-00577,2025-02-18,El Roble,Lote-12,282.69,31.2,humedo,75.9
M-00578,2025-03-26,Los Guaduales,Lote-23,235.56,27.7,plaga_observada,72.8
M-00579,2025-07-09,San Miguel,Lote-14,210.12,26.1,humedo,68.8
M-00580,2025-07-30,La Pradera,Lote-08,169.75,21.4,seco,93.4
M-00581,2025-02-12,El Roble,Lote-08,147.81,22.2,humedo,20.6
M-00582,2025-01-04,La Pradera,Lote-20,199.16,13.6,plaga_observada,65.2
M-00583,2025-06-22,La Esperanza,Lote-05,249.6,20.2,humedo,35.8
M-00584,2025-03-23,El Roble,Lote-14,233.44,25.3,plaga_observada,64.1
M-00585,2025-12-13,Los Guaduales,Lote-13,138.48,11.3,listo_para_cosecha,36.0
M-00586,2025-08-18,Los Guaduales,Lote-13,211.57,31.8,humedo,93.0
M-00587,2025-11-21,Buenos Aires,Lote-05,160.23,28.3,plaga_observada,94.6
M-00588,2025-01-31,La Pradera,Lote-09,254.26,30.6,plaga_observada,11.2
M-00589,2025-10-05,Los Guaduales,Lote-12,256.4,21.5,listo_para_cosecha,18.5
M-00590,2025-02-19,Buenos Aires,Lote-10,25.87,10.6,humedo,19.6
M-00591,2025-02-25,La Pradera,Lote-01,249.09,16.6,listo_para_cosecha,29.0
M-00592,2025-11-16,Santa Lucia,Lote-04,191.34,10.4,seco,71.6
M-00593,2025-01-05,Los Guaduales,Lote-10,230.73,27.7,humedo,74.4
M-00594,2025-05-29,Santa Lucia,Lote-20,207.64,27.0,seco,57.6
M-00595,2025-06-12,San Miguel,Lote-16,44.93,29.6,plaga_observada,78.6
M-00596,2025-01-25,El Roble,Lote-05,173.41,13.8,seco,38.4
M-00597,2025-07-28,El Roble,Lote-22,115.66,14.1,humedo,86.7
M-00598,2025-11-27,Santa Lucia,Lote-01,67.57,31.5,optimo,27.4
M-00599,2025-11-20,La Pradera,Lote-01,162.67,15.3,seco,1.4
M-00600,2025-10-13,Buenos Aires,Lote-08,242.16,22.9,plaga_observada,60.9
M-00601,2025-08-11,Los Guaduales,Lote-12,135.62,10.9,seco,88.2
M-00602,2025-05-18,El Roble,Lote-22,145.36,29.5,humedo,2.1
M-00603,2025-09-08,La Pradera,Lote-01,187.51,15.3,listo_para_cosecha,77.1
M-00604,2025-04-20,Santa Lucia,Lote-08,115.03,16.9,listo_para_cosecha,6.5
M-00605,2025-05-09,La Esperanza,Lote-18,76.58,11.2,seco,59.4
M-00606,2025-09-07,El Progreso,Lote-15,221.0,17.8,humedo,63.0
M-00607,2025-09-21,Buenos Aires,Lote-17,111.59,19.2,optimo,54.1
M-00608,2025-06-26,Buenos Aires,Lote-03,288.8,31.6,seco,65.6
M-00609,2025-06-24,La Esperanza,Lote-01,178.67,27.5,plaga_observada,6.5
M-00610,2025-04-01,El Roble,Lote-09,174.58,22.2,optimo,32.9
M-00611,2025-08-24,La Esperanza,Lote-17,270.77,26.4,optimo,58.9
M-00612,2025-02-21,Buenos Aires,Lote-22,246.79,25.7,seco,0.8
M-00613,2025-12-14,La Pradera,Lote-20,176.17,29.4,listo_para_cosecha,2.3
M-00614,2025-04-16,La Pradera,Lote-24,65.04,14.2,listo_para_cosecha,52.0
M-00615,2025-09-04,Buenos Aires,Lote-02,167.59,14.2,seco,24.4
M-00616,2025-09-09,El Progreso,Lote-11,178.68,25.6,optimo,73.7
M-00617,2025-12-02,El Progreso,Lote-16,145.29,23.4,humedo,14.7
M-00618,2025-10-05,La Esperanza,Lote-03,180.93,21.8,listo_para_cosecha,34.8
M-00619,2025-11-02,La Esperanza,Lote-11,260.85,21.8,listo_para_cosecha,85.1
M-00620,2025-06-22,La Pradera,Lote-10,169.46,13.7,optimo,18.3
M-00621,2025-10-31,La Esperanza,Lote-10,182.56,21.7,optimo,64.3
M-00622,2025-05-21,San Miguel,Lote-18,237.45,17.5,humedo,82.0
M-00623,2025-09-03,San Miguel,Lote-22,171.5,13.2,seco,88.6
M-00624,2025-03-19,Buenos Aires,Lote-07,216.01,19.0,plaga_observada,32.1
M-00625,2025-12-15,El Roble,Lote-03,312.17,20.0,listo_para_cosecha,34.0
M-00626,2025-01-27,La Pradera,Lote-13,213.88,27.0,listo_para_cosecha,61.7
M-00627,2025-03-11,La Pradera,Lote-19,200.92,19.0,plaga_observada,32.8
M-00628,2025-10-22,Los Guaduales,Lote-05,164.9,13.3,optimo,82.2
M-00629,2025-12-20,Santa Lucia,Lote-07,149.06,20.7,listo_para_cosecha,2.1
M-00630,2025-07-17,La Esperanza,Lote-15,296.07,13.6,humedo,35.0
M-00631,2025-11-13,La Esperanza,Lote-22,112.76,11.9,listo_para_cosecha,51.7
M-00632,2025-03-22,Los Guaduales,Lote-03,214.88,21.2,humedo,45.1
M-00633,2025-10-26,El Progreso,Lote-25,161.54,17.5,plaga_observada,88.4
M-00634,2025-05-25,La Pradera,Lote-04,81.32,29.2,listo_para_cosecha,70.0
M-00635,2025-10-21,El Roble,Lote-06,260.28,25.7,listo_para_cosecha,20.1
M-00636,2025-01-07,La Pradera,Lote-03,182.21,31.8,plaga_observada,14.2
M-00637,2025-04-16,La Pradera,Lote-21,219.84,30.9,listo_para_cosecha,0.9
M-00638,2025-08-18,El Progreso,Lote-05,146.49,17.8,seco,58.7
M-00639,2025-11-27,San Miguel,Lote-17,215.66,30.9,optimo,46.4
M-00640,2025-12-23,San Miguel,Lote-08,212.86,25.3,plaga_observada,62.0
M-00641,2025-02-27,Santa Lucia,Lote-01,128.36,10.8,plaga_observada,18.7
M-00642,2025-10-31,Buenos Aires,Lote-09,100.67,25.8,listo_para_cosecha,14.4
M-00643,2025-01-02,Santa Lucia,Lote-18,212.44,17.6,plaga_observada,5.0
M-00644,2025-08-17,San Miguel,Lote-01,142.68,30.5,seco,72.4
M-00645,2025-10-23,Buenos Aires,Lote-03,234.75,16.2,optimo,24.8
M-00646,2025-02-01,La Esperanza,Lote-20,156.19,15.0,plaga_observada,86.8
M-00647,2025-09-10,San Miguel,Lote-16,272.54,24.1,seco,56.5
M-00648,2025-07-21,Santa Lucia,Lote-04,251.76,12.2,plaga_observada,67.0
M-00649,2025-09-28,Los Guaduales,Lote-08,232.73,16.1,seco,2.5
M-00650,2025-12-03,Los Guaduales,Lote-24,163.06,11.2,optimo,19.3
M-00651,2025-03-03,El Progreso,Lote-15,238.62,24.5,listo_para_cosecha,61.5
M-00652,2025-02-02,La Pradera,Lote-01,179.81,13.9,humedo,48.0
M-00653,2025-12-08,La Pradera,Lote-01,165.82,28.9,seco,58.3
M-00654,2025-09-27,La Pradera,Lote-09,202.93,20.9,plaga_observada,5.4
